active_gvs,sham_gvs,feature,label,n_subjects,mean_sham,mean_active,mean_active_minus_sham,median_active_minus_sham,mean_diff_ci95_low,mean_diff_ci95_high,cohen_dz,p_perm,p_perm_exact,p_wilcoxon,p_paired_t,q_perm_fdr
gvs-02,gvs-01,slope,Linear slope,18,0.00015471006775243608,-0.0003250654075941844,-0.00047977547534662035,-0.0002930970125188167,-0.0008709958221728303,-0.0001223452809341824,-0.5748795654613479,0.02359771728515625,True,0.04827880859375,0.025987665907066766,0.2313995361328125
gvs-02,gvs-01,early_late_change,Late minus early,18,0.0011567361221382455,-0.001830030383397872,-0.0029867665055361165,-0.0021346329219861203,-0.005464901695830855,-0.0007297885778537893,-0.5645247182651334,0.0257110595703125,True,0.04827880859375,0.028407959553514366,0.2313995361328125
gvs-02,gvs-01,baseline_to_peak,Baseline to peak,18,0.02637121449653955,0.024465481344263688,-0.0019057331522758607,-0.0009824746503023485,-0.0037330179689047875,-0.00023174838428098468,-0.4851248107032053,0.0528106689453125,True,0.11870574951171875,0.05523717686179811,0.3201416015625
gvs-02,gvs-01,baseline_to_trough,Baseline to trough,18,-0.02099423266985282,-0.02361438802027611,-0.0026201553504232927,-0.002631839690898801,-0.0049621373795575305,7.480849124109497e-05,-0.46226811157160286,0.0666961669921875,True,0.00400543212890625,0.06644280631715542,0.3201416015625
gvs-02,gvs-01,abs_baseline_response,Max abs. baseline response,18,0.03813021414592807,0.03947128048297449,0.0013410663370464204,0.0018943027144258432,-0.0004432571984362833,0.003023813791084997,0.33942836731083914,0.16650390625,True,0.19638824462890625,0.16800924604352716,0.41338900862068967
gvs-02,gvs-01,auc,Area under curve,18,0.19569439402459374,0.18537414426987808,-0.010320249754715842,0.003118047330953444,-0.03240271669356554,0.010538881303770625,-0.21570764010154767,0.374969482421875,True,0.30379486083984375,0.37290169871610923,0.6630118233816964
gvs-02,gvs-01,mean_level,Mean level,18,0.024126105883082092,0.02289680769272455,-0.001229298190357535,0.00041020548190980055,-0.004003144197417049,0.0013456421270673544,-0.2056136880664419,0.397613525390625,True,0.34654998779296875,0.3951744741158809,0.665771484375
gvs-02,gvs-01,peak_to_peak,Peak-to-peak amplitude,18,0.04736544716639237,0.048079869364539805,0.0007144221981474325,0.0016814205721998308,-0.0021045778499911415,0.0030365382251251265,0.1272514834031963,0.6158447265625,True,0.2121429443359375,0.5962801622973064,0.8211263020833334
gvs-02,gvs-01,temporal_sd,Temporal SD,18,0.015786683113589647,0.015883487376064067,9.680426247442103e-05,0.0003888319753396021,-0.0006859266600454661,0.0007742785492927224,0.05911738779050321,0.8142471313476562,True,0.49507904052734375,0.8049643852588879,0.9160280227661133
gvs-03,gvs-01,early_late_change,Late minus early,18,0.0011567361221382455,-0.0010165918544632463,-0.0021733279766014916,-0.0012343751463865364,-0.004183055974975465,-0.00032137234686604055,-0.5026099294055009,0.0452880859375,True,0.08142852783203125,0.04785452662380942,0.3201416015625
gvs-03,gvs-01,slope,Linear slope,18,0.00015471006775243608,-0.00016455980809789228,-0.0003192698758503283,-0.0001229194174242875,-0.0006316701969188868,-3.2903677165622e-05,-0.47493844053599804,0.05649566650390625,True,0.1083831787109375,0.06000105064340747,0.3201416015625
gvs-03,gvs-01,baseline_to_trough,Baseline to trough,18,-0.02099423266985282,-0.02202447421216872,-0.0010302415423159024,-0.00023459634756573108,-0.0035330493202440695,0.0013233905321613179,-0.18856265001604086,0.43830108642578125,True,0.6094589233398438,0.4347461306222916,0.7008799677309783
gvs-03,gvs-01,temporal_sd,Temporal SD,18,0.015786683113589647,0.01609308224321607,0.0003063991296264192,0.0002889718699731411,-0.0007162076034392419,0.0012501726768787802,0.13846857012011832,0.5782928466796875,True,0.34654998779296875,0.5646087423108341,0.8211263020833334
gvs-03,gvs-01,peak_to_peak,Peak-to-peak amplitude,18,0.04736544716639237,0.0482215262927194,0.0008560791263270281,0.0009682633117950052,-0.0026879379263262163,0.003885783894640846,0.11746445794063529,0.6550979614257812,True,0.28372955322265625,0.6246167217493679,0.842268807547433
gvs-03,gvs-01,abs_baseline_response,Max abs. baseline response,18,0.03813021414592807,0.03856856078810504,0.0004383466421769784,0.0008766556844679784,-0.0021998889528837,0.002770548839150396,0.07934030129708762,0.7493209838867188,True,0.4171142578125,0.740528710135604,0.8991851806640625
gvs-03,gvs-01,baseline_to_peak,Baseline to peak,18,0.02637121449653955,0.026197052080550676,-0.00017416241598887307,0.0004480909879588839,-0.0028437604315967955,0.002221380824489817,-0.030542823796259357,0.9078750610351562,True,0.932281494140625,0.8984178310414869,0.9701869419642857
gvs-03,gvs-01,auc,Area under curve,18,0.19569439402459374,0.196912521747896,0.0012181277233021507,-0.00011638512599095215,-0.020158076669022817,0.02566702675243969,0.023834297963414998,0.9270477294921875,True,0.9661178588867188,0.9206379827638046,0.9701869419642857
gvs-03,gvs-01,mean_level,Mean level,18,0.024126105883082092,0.02424397129894175,0.00011786541585965033,1.1007582529161896e-05,-0.0025614152505722444,0.003115328758298215,0.018530977533759985,0.9432373046875,True,0.9661178588867188,0.9382526730206642,0.9701869419642857
gvs-04,gvs-01,abs_baseline_response,Max abs. baseline response,18,0.03813021414592807,0.04087209071527754,0.0027418765693494724,0.0030367704589575896,-1.4469874378938101e-05,0.005507845322433134,0.444751170807024,0.07547760009765625,True,0.0736846923828125,0.07636917100702707,0.3396492004394531
