figure,subplot,gvs_code,time_index,n_subjects,mean,ci95_low,ci95_high,sd_between_subjects,iqr_between_subjects,raw_mean,raw_sd_between_subjects,direction_reference,direction,n_same_direction,prop_same_direction
original_signal_subject_centered,gvs3,gvs-04,0,18,0.02104663446029247,0.018969917970708693,0.02322384614401142,0.0047623303610633124,0.0049425676153180866,0.021046634460292504,0.7395637237177652,-0.0018848866379318065,negative,12,0.6666666666666666
original_signal_subject_centered,gvs3,gvs-04,1,18,0.023572618108204244,0.021712117812305923,0.0256381464823237,0.004396593499510523,0.004010120096577474,0.02357261810820427,0.7400848890569224,0.0006410970099799654,positive,10,0.5555555555555556
original_signal_subject_centered,gvs3,gvs-04,2,18,0.024488967149951996,0.022635982303387772,0.026354171632132835,0.004198243729830218,0.004634210998969133,0.024488967149952016,0.7393049678907248,0.0015574460517277164,positive,13,0.7222222222222222
original_signal_subject_centered,gvs3,gvs-04,3,18,0.024378305325081954,0.022491771862716295,0.02611158280798519,0.0040668293223764095,0.003370032328493495,0.02437830532508199,0.7399962746092477,0.0014467842268576748,positive,13,0.7222222222222222
original_signal_subject_centered,gvs3,gvs-04,4,18,0.024083883896689022,0.022542509527578327,0.025488579134074384,0.0032418356592005433,0.0021318623081174604,0.024083883896689043,0.7399868475063082,0.0011523627984647445,positive,14,0.7777777777777778
original_signal_subject_centered,gvs3,gvs-04,5,18,0.023155425436000018,0.020870047038752625,0.025424009780881874,0.005036300360920104,0.003763892364014032,0.02315542543600004,0.739381302011095,0.0002239043377757382,positive,9,0.5
original_signal_subject_centered,gvs3,gvs-04,6,18,0.023058573195430317,0.02105650379810519,0.025102244355303505,0.0045764484768526514,0.003838373691112437,0.023058573195430348,0.7397153792104219,0.00012705209720603584,positive,9,0.5
original_signal_subject_centered,gvs3,gvs-04,7,18,0.022089788860392073,0.020223087958004,0.023965483368648982,0.004200006300586556,0.0031178174785280455,0.02208978886039209,0.7388688890319337,-0.0008417322378322068,negative,11,0.6111111111111112
original_signal_subject_centered,gvs3,gvs-04,8,18,0.020509493451976182,0.01804058728162823,0.022746575273684944,0.0052630884660575805,0.00438048299232701,0.020509493451976193,0.7399762567293997,-0.002422027646248099,negative,14,0.7777777777777778
original_signal_subject_centered,gvs4,gvs-05,0,18,0.024377204026839756,0.022127250250371256,0.02662770480363024,0.005082397542632659,0.004786310609419531,0.02437720402683977,0.7426120069260209,-0.001863802999162935,negative,13,0.7222222222222222
original_signal_subject_centered,gvs4,gvs-05,1,18,0.025239746704310173,0.023642524720906378,0.027115893514433484,0.0038902621657254024,0.0036618446739738117,0.02523974670431018,0.7414108215241542,-0.001001260321692521,negative,13,0.7222222222222222
original_signal_subject_centered,gvs4,gvs-05,2,18,0.02711462615189755,0.02488689063121556,0.02935172386009199,0.004947537940274283,0.004285979959940761,0.027114626151897556,0.7412789757198621,0.0008736191258948554,positive,11,0.6111111111111112
original_signal_subject_centered,gvs4,gvs-05,3,18,0.028914957346621688,0.026925346732138006,0.030808767074608476,0.00431584548671538,0.003955984938470172,0.0289149573466217,0.7423659852839516,0.0026739503206189923,positive,14,0.7777777777777778
original_signal_subject_centered,gvs4,gvs-05,4,18,0.028683407343118465,0.026732119983696425,0.03059884148140514,0.004346638416592338,0.005712472228221164,0.028683407343118465,0.7427839283038578,0.002442400317115768,positive,13,0.7222222222222222
original_signal_subject_centered,gvs4,gvs-05,5,18,0.02724100414223301,0.02449656883921711,0.02972731125653378,0.005856044464801662,0.004053470061030989,0.027241004142233016,0.7412936010268718,0.0009999971162303178,positive,12,0.6666666666666666
original_signal_subject_centered,gvs4,gvs-05,6,18,0.026985009313400015,0.024435417063992524,0.029365328049945395,0.00544577455588188,0.005124838864898951,0.026985009313400025,0.7409520093969963,0.0007440022873973222,positive,12,0.6666666666666666
original_signal_subject_centered,gvs4,gvs-05,7,18,0.0244444172863991,0.02307585216794264,0.025849535749871064,0.0031027193744856347,0.004849294705551701,0.0244444172863991,0.7414989100851722,-0.0017965897396035925,negative,13,0.7222222222222222
original_signal_subject_centered,gvs4,gvs-05,8,18,0.02316869091920441,0.02015431196337679,0.025964394517704985,0.006507525374392902,0.005737077096155799,0.023168690919204402,0.7405098257426489,-0.0030723161067982827,negative,13,0.7222222222222222
original_signal_subject_centered,gvs5,gvs-06,0,18,0.021172160740658457,0.019017297425650746,0.023310343771986246,0.004856115831960452,0.005135150227965082,0.02117216074065845,0.7407059839901275,-0.002580596645909396,negative,12,0.6666666666666666
original_signal_subject_centered,gvs5,gvs-06,1,18,0.022176777015467067,0.019921744100973075,0.02454844608295591,0.0051951443734546444,0.0065579416770300825,0.022176777015467077,0.7414289582288722,-0.0015759803711007808,negative,11,0.6111111111111112
original_signal_subject_centered,gvs5,gvs-06,2,18,0.0248173758790468,0.022688762549278877,0.026985579617152027,0.0048506919508095655,0.0073322758912877095,0.024817375879046793,0.7417202457686488,0.00106461849247895,positive,11,0.6111111111111112
original_signal_subject_centered,gvs5,gvs-06,3,18,0.02587669444986819,0.024263567246518965,0.027448508249749475,0.003585712703627989,0.004589901119135056,0.0258766944498682,0.7416398570237773,0.0021239370633003418,positive,14,0.7777777777777778
original_signal_subject_centered,gvs5,gvs-06,4,18,0.026354391697864347,0.024568955987015088,0.028135335748466037,0.00395506152774065,0.003976298928986002,0.026354391697864354,0.7434427992759487,0.002601634311296499,positive,14,0.7777777777777778
original_signal_subject_centered,gvs5,gvs-06,5,18,0.026439838788070085,0.023622925839358377,0.0292273949985422,0.006354100253675859,0.006031247791396743,0.02643983878807009,0.743180705598275,0.0026870814015022343,positive,11,0.6111111111111112
original_signal_subject_centered,gvs5,gvs-06,6,18,0.023726296871837124,0.021586442840340184,0.02592021481163769,0.004929355008325796,0.004211685038092675,0.023726296871837138,0.7415975910240317,-2.6460514730724234e-05,negative,8,0.4444444444444444
original_signal_subject_centered,gvs5,gvs-06,7,18,0.02274238144640516,0.0205536731827713,0.02485833279750125,0.004833608148879458,0.006917394332658047,0.02274238144640517,0.7407145607694328,-0.0010103759401626888,negative,9,0.5
original_signal_subject_centered,gvs5,gvs-06,8,18,0.020468899589893407,0.018260027998437654,0.02256347156501191,0.004801921860304305,0.004092171760800789,0.020468899589893414,0.7396346304164908,-0.003283857796674443,negative,14,0.7777777777777778
original_signal_subject_centered,gvs6,gvs-07,0,18,0.020485502686739335,0.017523029104956254,0.023472358087928972,0.0066680964833023765,0.006392091171675385,0.020485502686739328,0.7385148493958001,-0.002657542331239974,negative,12,0.6666666666666666
original_signal_subject_centered,gvs6,gvs-07,1,18,0.021810802737334593,0.019496055123696298,0.02416888382870792,0.005272311776759138,0.007921664531055084,0.021810802737334593,0.7389495275544772,-0.0013322422806447108,negative,11,0.6111111111111112
original_signal_subject_centered,gvs6,gvs-07,2,18,0.023444544879903766,0.02106565935251606,0.02574762490353461,0.005212421173211479,0.007325432833523403,0.02344454487990376,0.7400652708016079,0.0003014998619244612,positive,9,0.5
original_signal_subject_centered,gvs6,gvs-07,3,18,0.02623477425718033,0.023777699893762157,0.02867522927220414,0.005435459270721261,0.003709878009010587,0.026234774257180318,0.7415489778343411,0.0030917292392010237,positive,15,0.8333333333333334
original_signal_subject_centered,gvs6,gvs-07,4,18,0.02546003636223367,0.0227291200060099,0.028077384417063696,0.006054909135601423,0.004427846601858312,0.025460036362233675,0.7408185187123608,0.0023169913442543624,positive,13,0.7222222222222222
original_signal_subject_centered,gvs6,gvs-07,5,18,0.02435257807793706,0.021875343357538855,0.026912012172854424,0.005703929512101197,0.004967635060809942,0.024352578077937045,0.7399917709235702,0.0012095330599577534,positive,11,0.6111111111111112
original_signal_subject_centered,gvs6,gvs-07,6,18,0.023888502638482866,0.021540620952031908,0.026578012081296152,0.005779022355962365,0.005090539490902171,0.023888502638482863,0.739297585248306,0.0007454576205035591,positive,10,0.5555555555555556
original_signal_subject_centered,gvs6,gvs-07,7,18,0.022675152258825472,0.020793147317067086,0.024668029267018977,0.004351236660690113,0.0057432092872277685,0.022675152258825475,0.7383036165841796,-0.0004678927591538355,negative,12,0.6666666666666666
original_signal_subject_centered,gvs6,gvs-07,8,18,0.019935511263176657,0.017679829193113377,0.022211435842131814,0.005109998440125801,0.003644801760281563,0.01993551126317665,0.7388407938151788,-0.0032075337548026477,negative,14,0.7777777777777778
original_signal_subject_centered,gvs7,gvs-08,0,18,0.02161375713200395,0.019574774666203013,0.02377243539892846,0.004703318195380897,0.0029129132706432054,0.021613757132003943,0.7376567320906451,-0.0012545098984973664,negative,13,0.7222222222222222
original_signal_subject_centered,gvs7,gvs-08,1,18,0.02418614325427338,0.021722866213883283,0.02661414616569863,0.005437061634189127,0.0062584172709585495,0.024186143254273366,0.7373506806772518,0.0013178762237720655,positive,10,0.5555555555555556
original_signal_subject_centered,gvs7,gvs-08,2,18,0.02445588036745102,0.022349563696212976,0.02679549329455673,0.004904275487150324,0.005797988453265568,0.024455880367451024,0.736379315428349,0.0015876133369497054,positive,10,0.5555555555555556
original_signal_subject_centered,gvs7,gvs-08,3,18,0.025582364396102918,0.023894727058152515,0.027398002528978112,0.0039278767355253675,0.005378643863910557,0.02558236439610289,0.7368350694356128,0.002714097365601603,positive,12,0.6666666666666666
original_signal_subject_centered,gvs7,gvs-08,4,18,0.02538309387952795,0.023188843237458196,0.027489191729893166,0.004765305455661168,0.004897972145387987,0.025383093879527932,0.7379553022352977,0.0025148268490266332,positive,14,0.7777777777777778
original_signal_subject_centered,gvs7,gvs-08,5,18,0.02242998210154343,0.01981123057634493,0.0248148257406747,0.005569631740533578,0.006814207789804322,0.022429982101543414,0.7381443919464615,-0.00043828492895788267,negative,9,0.5
original_signal_subject_centered,gvs7,gvs-08,6,18,0.02154589438336736,0.019214059871947627,0.023881756216608197,0.005225034361989747,0.004940243884233385,0.021545894383367355,0.7371465435345694,-0.0013223726471339528,negative,11,0.6111111111111112
original_signal_subject_centered,gvs7,gvs-08,7,18,0.02084140162493907,0.01870647629879894,0.022703282962318216,0.004451139282126896,0.0038043720662536,0.020841401624939065,0.7359596168259217,-0.0020268654055622427,negative,13,0.7222222222222222
original_signal_subject_centered,gvs7,gvs-08,8,18,0.019775886135302904,0.017958988874247957,0.02168385387797857,0.004196337910831529,0.003800479792511899,0.019775886135302907,0.7352694275750571,-0.0030923808951984115,negative,15,0.8333333333333334
original_signal_subject_centered,gvs8,gvs-09,0,18,0.021623457683804578,0.0195511756390913,0.023900376999396723,0.004933159765117114,0.003851742745312317,0.021623457683804595,0.7416784777440598,-0.0024814990854442986,negative,14,0.7777777777777778
original_signal_subject_centered,gvs8,gvs-09,1,18,0.023856381068544024,0.022090364599848946,0.025753118373918506,0.004133376317056178,0.0034158071334710882,0.023856381068544024,0.7411613773914755,-0.00024857570070485244,negative,10,0.5555555555555556
original_signal_subject_centered,gvs8,gvs-09,2,18,0.025812444041870757,0.024084238908517772,0.02768423820428706,0.003945895201087605,0.003316173059826344,0.025812444041870743,0.7410899499068166,0.0017074872726218814,positive,13,0.7222222222222222
original_signal_subject_centered,gvs8,gvs-09,3,18,0.025882064136931025,0.024353795598315697,0.02726605485163725,0.003267769000040252,0.0024756247122658115,0.02588206413693103,0.7416817253281199,0.001777107367682151,positive,14,0.7777777777777778
original_signal_subject_centered,gvs8,gvs-09,4,18,0.025647955535071893,0.02345356596351337,0.027486376590529653,0.004554104703804501,0.002678038023168742,0.02564795553507189,0.7429744132737224,0.0015429987658230197,positive,15,0.8333333333333334
original_signal_subject_centered,gvs8,gvs-09,5,18,0.025102445767016073,0.022888356064703484,0.027097688597915406,0.004714693711649827,0.003624987837272435,0.025102445767016097,0.74285858972017,0.000997488997767194,positive,13,0.7222222222222222
original_signal_subject_centered,gvs8,gvs-09,6,18,0.023647240735188646,0.021675128717445608,0.025456681802678804,0.004294197101722914,0.002317772962715653,0.023647240735188653,0.7414489401972912,-0.00045771603406022946,negative,9,0.5
original_signal_subject_centered,gvs8,gvs-09,7,18,0.023631383502703454,0.021885845883155185,0.025502130647347833,0.004091820451254892,0.002967586937649362,0.023631383502703465,0.7415774204964967,-0.0004735732665454197,negative,12,0.6666666666666666
original_signal_subject_centered,gvs8,gvs-09,8,18,0.021741238452109384,0.01973766201256281,0.023794700477046633,0.004545563787976427,0.004653259706482019,0.021741238452109377,0.7408098816700377,-0.0023637183171394908,negative,13,0.7222222222222222
