active_gvs,sham_gvs,feature,label,n_subjects,mean_sham,mean_active,mean_active_minus_sham,median_active_minus_sham,mean_diff_ci95_low,mean_diff_ci95_high,cohen_dz,p_perm,p_perm_exact,p_wilcoxon,p_paired_t,q_perm_fdr
gvs-05,gvs-01,abs_baseline_response,Max abs. baseline response,17,0.03524315453339589,0.03770663824181449,0.002463483708418611,0.0006696274181362989,-0.0002765367915280104,0.005551237155827917,0.38680265429344823,0.1295013427734375,True,0.1323699951171875,0.13031091931217362,0.33858816964285715
gvs-05,gvs-01,peak_to_peak,Peak-to-peak amplitude,17,0.04423379370213435,0.04610293459084756,0.0018691408887132107,1.2259357422449851e-05,-0.0011231880460174394,0.005170365907482589,0.2730753574954025,0.2862548828125,True,0.5790557861328125,0.2768054389626658,0.5462431066176471
gvs-06,gvs-01,early_late_change,Late minus early,17,0.0005611005765505926,-0.0011255746332810882,-0.0016866752098316808,0.00012339847648944972,-0.005234888634588145,0.0015852246735152064,-0.2296120488007354,0.360626220703125,True,0.677703857421875,0.35786388709215844,0.6073704769736842
gvs-06,gvs-01,slope,Linear slope,17,3.948069936549546e-05,-0.00014055496825801674,-0.00018003566762351219,1.0007556598100076e-05,-0.0006910648534432494,0.00030084305273197045,-0.1662651712429814,0.501922607421875,True,0.644134521484375,0.5028226910950979,0.7648344494047619
gvs-06,gvs-01,abs_baseline_response,Max abs. baseline response,17,0.03524315453339589,0.035840168389284305,0.000597013855888418,0.0009521102708264003,-0.001455304237946736,0.0025892204448403284,0.13848985634069388,0.5805206298828125,True,0.352874755859375,0.5759271787275718,0.8117569633152174
gvs-06,gvs-01,peak_to_peak,Peak-to-peak amplitude,17,0.04423379370213435,0.04397469843947567,-0.0002590952626586714,-0.0002863520495492017,-0.0027623146596354405,0.0021177105466165004,-0.049223236615340116,0.8432769775390625,True,1.0,0.8417305347073519,0.8994954427083334
gvs-07,gvs-01,abs_baseline_response,Max abs. baseline response,17,0.03524315453339589,0.039080632440629925,0.0038374779072340333,0.003483153612670901,0.0012564964350896123,0.0068089561134438625,0.62949312829168,0.0120849609375,True,0.0149993896484375,0.019519682047660594,0.11181640625
gvs-07,gvs-01,peak_to_peak,Peak-to-peak amplitude,17,0.04423379370213435,0.04714414062322327,0.002910346921088923,0.003010325367377699,-0.0005181377901431374,0.006672363547512147,0.37126631902828233,0.1463623046875,True,0.2068939208984375,0.1453568397919181,0.33858816964285715
gvs-07,gvs-01,early_late_change,Late minus early,17,0.0005611005765505926,-0.0005457246341762412,-0.0011068252107268339,-0.0018127203923425494,-0.005089061199442647,0.0023611440042835387,-0.13709814123767633,0.5834503173828125,True,0.644134521484375,0.5797308441026839,0.8117569633152174
gvs-07,gvs-01,slope,Linear slope,17,3.948069936549546e-05,-7.219129059463238e-05,-0.00011167198996012781,-8.750667467795779e-05,-0.0006897357673319008,0.00040877473225788355,-0.09303061213559519,0.708343505859375,True,0.7819061279296875,0.7063424066132122,0.8395182291666666
gvs-08,gvs-01,early_late_change,Late minus early,17,0.0005930422104603691,-0.003865382490731367,-0.0044584247011917365,-0.004028129730174199,-0.00667646756199776,-0.0023075570281986743,-0.9360302029241763,0.0012359619140625,True,0.001068115234375,0.0013876950321480648,0.03955078125
gvs-08,gvs-01,slope,Linear slope,17,6.430250022088958e-05,-0.0005902020145595465,-0.000654504514780436,-0.0004929893512318204,-0.0010340802507388424,-0.0002822397044589325,-0.8069350595684752,0.003662109375,True,0.0025787353515625,0.004268654364920554,0.05859375
gvs-08,gvs-01,peak_to_peak,Peak-to-peak amplitude,17,0.04413163231795405,0.043142858615744135,-0.0009887737022099042,-0.0007284670258535519,-0.005020238419930268,0.0021947118777833107,-0.12577858091303423,0.7081298828125,True,0.7466583251953125,0.6111387876623793,0.8395182291666666
gvs-08,gvs-01,abs_baseline_response,Max abs. baseline response,17,0.03502545564536944,0.03485214875979998,-0.00017330688556945918,0.00010046488861864544,-0.0036454806909303034,0.002636991488272306,-0.025629076340074684,0.9312591552734375,True,0.7819061279296875,0.9171565624600053,0.9312591552734375
gvs-09,gvs-01,early_late_change,Late minus early,17,0.0005611005765505926,-0.0032134605647661883,-0.0037745611413167817,-0.0027804392342151004,-0.007026918797595505,-0.0008336193806428315,-0.5497071652279518,0.0315704345703125,True,0.044769287109375,0.037639457518549004,0.16837565104166666
gvs-09,gvs-01,slope,Linear slope,17,3.948069936549546e-05,-0.0004508410834368112,-0.0004903217828023066,-0.0002702034026898279,-0.0009759398912611765,-6.467742244695222e-05,-0.4950331669773608,0.0594482421875,True,0.0638275146484375,0.05809616410434299,0.25177001953125
gvs-09,gvs-01,abs_baseline_response,Max abs. baseline response,17,0.03524315453339589,0.03635013520113692,0.001106980667741038,0.0013933653436866006,-0.001835542326150898,0.0041778276568163976,0.17227286754686286,0.4954986572265625,True,0.4306793212890625,0.48774332325765657,0.7648344494047619
gvs-09,gvs-01,peak_to_peak,Peak-to-peak amplitude,17,0.04423379370213435,0.04459873923889118,0.0003649455367568374,0.0009304706177932012,-0.0028751184952330922,0.0035548651672447744,0.05189260394963491,0.8351287841796875,True,0.7819061279296875,0.833282081724277,0.8994954427083334
