full_model_html,task_only_map,task_only_threshold,full_model_voxels,task_only_voxels,shared_voxels,raw_full_model_voxels,raw_task_only_voxels,raw_shared_voxels,brainstem_suppressed_full_model_voxels,brainstem_suppressed_task_only_voxels,brainstem_suppressed_shared_voxels,motor_overlap_voxels,brainstem_mask_source,motor_overlap_rois,full_only_voxels,task_only_unique_voxels,union_voxels,dice,jaccard,slice_cuts_mm
data/voxel_weights_task1_bold0.6_beta0.6_smooth1.25_gamma1.5_bold_thr90.html,data/z_valu_standard_glm.nii.gz,z >= 3.5,6383,32744,524,6638,35154,534,255,2410,10,67,Harvard-Oxford Brain-Stem + AAL3 brainstem nuclei + MNI brainstem box,Precentral;Supp_Motor_Area;Paracentral_Lobule;Postcentral,5859,32220,38603,0.026784573312546325,0.013574074553791156,x:-40;-32;-24;-16;18;26;34;46;54|y:-76;-68;-60;-50;-40;-32;-22;-14;4|z:-22;-14;-2;6;16;26;38;50;62
