roi_name,roi_source,matched_labels,priority_roi_voxels,roi_membership,has_same_voxel_overlap,vigour_network_voxels,vigour_network_pct,task_activation_voxels,task_activation_pct,union_voxels,union_pct,vigour_only_voxels,vigour_only_pct_of_vigour_only,task_only_voxels,task_only_pct_of_task_only,both_voxels,both_pct_of_overlap,vigour_only_pct_of_roi,task_only_pct_of_roi,both_pct_of_roi,vigour_network_pct_of_roi,task_activation_pct_of_roi,union_pct_of_roi,overlap_pct_of_vigour_in_roi,overlap_pct_of_task_in_roi,x_mm,y_mm,z_mm
Parietal_Inf,AAL3v2 (AAL3v1.nii),Parietal_Inf_L; Parietal_Inf_R,3411,both_maps,False,123,0.0206479771697163,876,0.04053678852383156,999,0.036912503694945316,123,0.022552255225522552,876,0.04150281897000995,0,0.0,0.03605980650835532,0.256816182937555,0.0,0.03605980650835532,0.256816182937555,0.2928759894459103,0.0,0.0,-10.32032032032032,-42.214214214214216,46.43643643643644
Insula,AAL3v2 (AAL3v1.nii),Insula_L; Insula_R,3190,both_maps,False,13,0.0021823065301326172,770,0.03563165201295696,783,0.02893142181495714,13,0.0023835716905023837,770,0.03648078836404984,0,0.0,0.0040752351097178684,0.2413793103448276,0.0,0.0040752351097178684,0.2413793103448276,0.24545454545454545,0.0,0.0,3.532567049808429,5.507024265644955,-0.6206896551724138
Frontal_Mid_2,AAL3v2 (AAL3v1.nii),Frontal_Mid_2_L; Frontal_Mid_2_R,7759,both_maps,False,231,0.038777908343125736,539,0.024942156409069875,770,0.028451078924031925,231,0.04235423542354235,539,0.025536551854834888,0,0.0,0.02977187781930661,0.06946771491171543,0.0,0.02977187781930661,0.06946771491171543,0.09923959273102204,0.0,0.0,17.903896103896106,33.63896103896104,25.716883116883118
Putamen,AAL3v2 (AAL3v1.nii); Harvard-Oxford subcortical maxprob-thr25 fill after AAL3,Putamen_L; Putamen_R; Left Putamen; Right Putamen,1492,both_maps,True,112,0.01880141010575793,710,0.03285515964831097,732,0.027046999704404374,22,0.004033736707004034,620,0.02937414128014403,90,0.17892644135188868,0.014745308310991957,0.4155495978552279,0.06032171581769437,0.07506702412868632,0.47587131367292224,0.4906166219839142,0.8035714285714286,0.1267605633802817,-10.8551912568306,-4.497267759562842,2.407103825136612
Occipital_Inf,AAL3v2 (AAL3v1.nii),Occipital_Inf_L; Occipital_Inf_R,1575,task_activation_region_not_vigour_region,False,0,0.0,714,0.03304025913928737,714,0.026381909547738693,0,0.0,714,0.03382764011939167,0,0.0,0.0,0.4533333333333333,0.0,0.0,0.4533333333333333,0.4533333333333333,,0.0,-6.448179271708684,-77.77871148459384,-9.431372549019608
Precentral,AAL3v2 (AAL3v1.nii),Precentral_L; Precentral_R,5453,both_maps,True,233,0.03911364780929998,425,0.01966682091624248,643,0.02375849837422406,218,0.03997066373303997,410,0.01942483536267589,15,0.02982107355864811,0.039977993764900056,0.07518796992481203,0.002750779387493123,0.04272877315239318,0.07793874931230516,0.1179167430772052,0.06437768240343347,0.03529411764705882,8.292379471228616,-9.825816485225506,50.31104199066874
Cingulate_Mid,AAL3v2 (AAL3v1.nii),Cingulate_Mid_L; Cingulate_Mid_R,3093,both_maps,False,12,0.0020144367970454926,554,0.025636279500231375,566,0.02091339048182087,12,0.0022002200220022,554,0.02624721656322547,0,0.0,0.0038797284190106693,0.17911412867765922,0.0,0.0038797284190106693,0.17911412867765922,0.1829938570966699,0.0,0.0,0.901060070671378,-13.667844522968197,38.55830388692579
Cerebellum_4_5,AAL3v2 (AAL3v1.nii); Nearest-label fill for atlas-uncovered selected voxels,Cerebellum_4_5_L; Cerebellum_4_5_R; nearest atlas label for uncovered selected voxels,1109,both_maps,True,8,0.001342957864696995,515,0.023831559463211475,517,0.019102867277564294,2,0.0003667033370003667,509,0.024115222438053727,6,0.011928429423459244,0.0018034265103697023,0.45897204688908927,0.005410279531109108,0.007213706041478809,0.4643823264201984,0.4661857529305681,0.75,0.011650485436893204,1.81431334622824,-46.47195357833656,-23.60541586073501
Lingual,AAL3v2 (AAL3v1.nii),Lingual_L; Lingual_R,3031,task_activation_region_not_vigour_region,False,0,0.0,462,0.02137899120777418,462,0.017070647354419155,0,0.0,462,0.021888473018429905,0,0.0,0.0,0.15242494226327943,0.0,0.0,0.15242494226327943,0.15242494226327943,,0.0,-3.5757575757575757,-83.35497835497836,-11.497835497835498
Temporal_Sup,AAL3v2 (AAL3v1.nii),Temporal_Sup_L; Temporal_Sup_R,4385,both_maps,True,91,0.01527614571092832,334,0.015455807496529384,420,0.015518770322199232,86,0.015768243491015767,329,0.01558724593736675,5,0.009940357852882704,0.019612314709236033,0.0750285062713797,0.0011402508551881414,0.020752565564424175,0.07616875712656784,0.09578107183580388,0.054945054945054944,0.014970059880239521,-12.957142857142857,-30.533333333333335,15.923809523809524
Frontal_Sup_2,AAL3v2 (AAL3v1.nii),Frontal_Sup_2_L; Frontal_Sup_2_R,7471,both_maps,False,330,0.05539701191875105,60,0.002776492364645997,390,0.01441028672775643,330,0.06050605060506051,60,0.002842658833562325,0,0.0,0.04417079373577834,0.008031053406505154,0.0,0.04417079373577834,0.008031053406505154,0.05220184714228349,0.0,0.0,0.6974358974358974,23.605128205128207,53.9025641025641
Cerebellum_Crus1,AAL3v2 (AAL3v1.nii); Nearest-label fill for atlas-uncovered selected voxels,Cerebellum_Crus1_L; Cerebellum_Crus1_R; nearest atlas label for uncovered selected voxels,5273,both_maps,True,117,0.019640758771193555,285,0.013188338732068487,375,0.013856044930535029,90,0.0165016501650165,258,0.012223432984317998,27,0.0536779324055666,0.017068082685378343,0.04892850369808458,0.005120424805613503,0.022188507490991844,0.054048928503698086,0.07111701118907643,0.23076923076923078,0.09473684210526316,9.509333333333334,-64.16533333333334,-30.101333333333333
Occipital_Sup,AAL3v2 (AAL3v1.nii),Occipital_Sup_L; Occipital_Sup_R,1832,both_maps,True,39,0.006546919590397851,333,0.015409532623785284,367,0.01356044930535028,34,0.0062339567290062336,328,0.015539868290140712,5,0.009940357852882704,0.018558951965065504,0.17903930131004367,0.0027292576419213972,0.0212882096069869,0.18176855895196506,0.20032751091703058,0.1282051282051282,0.015015015015015015,10.419618528610354,-79.79291553133515,33.84741144414169
Supp_Motor_Area,AAL3v2 (AAL3v1.nii),Supp_Motor_Area_L; Supp_Motor_Area_R,3390,both_maps,True,284,0.04767500419674333,43,0.001989819527996298,325,0.012008572273130357,282,0.0517051705170517,41,0.001942483536267589,2,0.003976143141153081,0.0831858407079646,0.012094395280235988,0.0005899705014749262,0.08377581120943953,0.012684365781710914,0.09587020648967552,0.007042253521126761,0.046511627906976744,2.0676923076923077,3.316923076923077,65.6
Temporal_Pole_Mid,AAL3v2 (AAL3v1.nii),Temporal_Pole_Mid_L; Temporal_Pole_Mid_R,1765,vigour_region_not_task_region,False,318,0.05338257512170556,0,0.0,318,0.011749926101093704,318,0.058305830583058306,0,0.0,0,0.0,0.1801699716713881,0.0,0.0,0.1801699716713881,0.0,0.1801699716713881,0.0,,-6.245283018867925,12.20754716981132,-38.886792452830186
ParaHippocampal,AAL3v2 (AAL3v1.nii),ParaHippocampal_L; ParaHippocampal_R,1148,both_maps,False,270,0.04532482793352358,4,0.00018509949097639982,274,0.010124150162577594,270,0.04950495049504951,4,0.000189510588904155,0,0.0,0.23519163763066203,0.003484320557491289,0.0,0.23519163763066203,0.003484320557491289,0.23867595818815332,0.0,0.0,2.4160583941605838,-2.4014598540145986,-28.37226277372263
Paracentral_Lobule,AAL3v2 (AAL3v1.nii),Paracentral_Lobule_L; Paracentral_Lobule_R,1616,both_maps,True,146,0.02450898103072016,122,0.005645534474780194,249,0.009200413833875258,127,0.023285661899523285,103,0.004879897664281992,19,0.03777335984095427,0.07858910891089109,0.06373762376237624,0.011757425742574257,0.09034653465346534,0.07549504950495049,0.15408415841584158,0.13013698630136986,0.1557377049180328,-0.2891566265060241,-27.983935742971887,70.24096385542168
Frontal_Inf_Oper,AAL3v2 (AAL3v1.nii),Frontal_Inf_Oper_L; Frontal_Inf_Oper_R,1953,both_maps,False,3,0.0005036091992613732,245,0.011337343822304488,248,0.009163464380727165,3,0.00055005500550055,245,0.011607523570379495,0,0.0,0.0015360983102918587,0.12544802867383512,0.0,0.0015360983102918587,0.12544802867383512,0.12698412698412698,0.0,0.0,42.33064516129032,12.725806451612904,16.524193548387096
Rolandic_Oper,AAL3v2 (AAL3v1.nii),Rolandic_Oper_L; Rolandic_Oper_R,1892,both_maps,False,3,0.0005036091992613732,239,0.011059694585839889,242,0.008941767661838605,3,0.00055005500550055,239,0.011323257687023263,0,0.0,0.0015856236786469344,0.1263213530655391,0.0,0.0015856236786469344,0.1263213530655391,0.12790697674418605,0.0,0.0,5.760330578512397,-17.06611570247934,15.380165289256198
Angular,AAL3v2 (AAL3v1.nii),Angular_L; Angular_R,2320,both_maps,False,185,0.031055900621118012,53,0.0024525682554372976,238,0.008793969849246231,185,0.03392005867253392,53,0.002511015302980054,0,0.0,0.07974137931034483,0.022844827586206897,0.0,0.07974137931034483,0.022844827586206897,0.10258620689655172,0.0,0.0,17.638655462184875,-66.6470588235294,44.294117647058826
Calcarine,AAL3v2 (AAL3v1.nii),Calcarine_L; Calcarine_R,3140,task_activation_region_not_vigour_region,False,0,0.0,208,0.009625173530772791,208,0.007685486254803429,0,0.0,208,0.00985455062301606,0,0.0,0.0,0.06624203821656051,0.0,0.0,0.06624203821656051,0.06624203821656051,,0.0,4.855769230769231,-78.17307692307692,3.0384615384615383
Frontal_Inf_Tri,AAL3v2 (AAL3v1.nii),Frontal_Inf_Tri_L; Frontal_Inf_Tri_R,3677,task_activation_region_not_vigour_region,False,0,0.0,195,0.009023600185099491,195,0.007205143363878215,0,0.0,195,0.009238641209077558,0,0.0,0.0,0.05303236333967909,0.0,0.0,0.05303236333967909,0.05303236333967909,,0.0,46.13333333333333,36.04102564102564,7.0256410256410255
Frontal_Inf_Orb_2,AAL3v2 (AAL3v1.nii),Frontal_Inf_Orb_2_L; Frontal_Inf_Orb_2_R,1324,task_activation_region_not_vigour_region,False,0,0.0,190,0.008792225821378992,190,0.007020396098137748,0,0.0,190,0.009001752972947363,0,0.0,0.0,0.14350453172205438,0.0,0.0,0.14350453172205438,0.14350453172205438,,0.0,39.421052631578945,35.31578947368421,-7.557894736842106
Vermis_4_5,AAL3v2 (AAL3v1.nii); Nearest-label fill for atlas-uncovered selected voxels,Vermis_4_5; nearest atlas label for uncovered selected voxels,454,task_activation_region_not_vigour_region,False,0,0.0,185,0.008560851457658492,185,0.00683564883239728,0,0.0,185,0.00876486473681717,0,0.0,0.0,0.40748898678414097,0.0,0.0,0.40748898678414097,0.40748898678414097,,0.0,2.2486486486486488,-55.502702702702706,-16.4
Cuneus,AAL3v2 (AAL3v1.nii),Cuneus_L; Cuneus_R,2361,both_maps,False,1,0.00016786973308712439,181,0.008375751966682091,182,0.006724800472953,1,0.00018335166850018335,181,0.008575354147913015,0,0.0,0.00042354934349851756,0.07666243117323168,0.0,0.00042354934349851756,0.07666243117323168,0.0770859805167302,0.0,0.0,3.5824175824175826,-76.3956043956044,29.428571428571427
Rectus,AAL3v2 (AAL3v1.nii),Rectus_L; Rectus_R,1154,vigour_region_not_task_region,False,179,0.030048682222595265,0,0.0,179,0.00661395211350872,179,0.03281994866153282,0,0.0,0,0.0,0.15511265164644714,0.0,0.0,0.15511265164644714,0.0,0.15511265164644714,0.0,,0.18994413407821228,22.35754189944134,-20.29050279329609
Pallidum,AAL3v2 (AAL3v1.nii); Harvard-Oxford subcortical maxprob-thr25 fill after AAL3,Pallidum_L; Pallidum_R; Left Pallidum; Right Pallidum,523,both_maps,False,2,0.00033573946617424877,171,0.007913003239241092,173,0.00639225539462016,2,0.0003667033370003667,171,0.008101577675652626,0,0.0,0.0038240917782026767,0.32695984703632885,0.0,0.0038240917782026767,0.32695984703632885,0.33078393881453155,0.0,0.0,-3.2947976878612715,-8.439306358381502,-0.3583815028901734
OFCpost,AAL3v2 (AAL3v1.nii),OFCpost_L; OFCpost_R,1061,both_maps,False,144,0.02417324156454591,2,9.254974548819991e-05,146,0.005394620159621637,144,0.026402640264026403,2,9.47552944520775e-05,0,0.0,0.1357210179076343,0.001885014137606032,0.0,0.1357210179076343,0.001885014137606032,0.13760603204524033,0.0,0.0,-14.575342465753424,18.232876712328768,-21.383561643835616
Cerebellum_9,AAL3v2 (AAL3v1.nii); Nearest-label fill for atlas-uncovered selected voxels,Cerebellum_9_L; Cerebellum_9_R; nearest atlas label for uncovered selected voxels,1452,both_maps,True,10,0.0016786973308712439,136,0.006293382693197594,143,0.005283771800177357,7,0.0012834616795012834,133,0.006301227081063154,3,0.005964214711729622,0.0048209366391184574,0.09159779614325068,0.002066115702479339,0.006887052341597796,0.09366391184573003,0.09848484848484848,0.3,0.022058823529411766,-9.132867132867133,-49.67832167832168,-46.83916083916084
ACC_sup,AAL3v2 (AAL3v1.nii),ACC_sup_L; ACC_sup_R,763,task_activation_region_not_vigour_region,False,0,0.0,139,0.006432207311429894,139,0.005135973987584984,0,0.0,139,0.006585492964419387,0,0.0,0.0,0.182175622542595,0.0,0.0,0.182175622542595,0.182175622542595,,0.0,1.9136690647482015,21.02158273381295,25.223021582733814
Insular_Cortex,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,Insular Cortex,339,task_activation_region_not_vigour_region,False,0,0.0,138,0.006385932438685794,138,0.00509902453443689,0,0.0,138,0.006538115317193349,0,0.0,0.0,0.40707964601769914,0.0,0.0,0.40707964601769914,0.40707964601769914,,0.0,16.81159420289855,4.333333333333333,-0.08695652173913043
OFCmed,AAL3v2 (AAL3v1.nii),OFCmed_L; OFCmed_R,936,vigour_region_not_task_region,False,136,0.022830283699848918,0,0.0,136,0.005025125628140704,136,0.024935826916024934,0,0.0,0,0.0,0.1452991452991453,0.0,0.0,0.1452991452991453,0.0,0.1452991452991453,0.0,,-4.25,20.264705882352942,-21.573529411764707
Vermis_8,AAL3v2 (AAL3v1.nii); Nearest-label fill for atlas-uncovered selected voxels,Vermis_8; nearest atlas label for uncovered selected voxels,262,task_activation_region_not_vigour_region,False,0,0.0,133,0.006154558074965294,133,0.0049142772686964235,0,0.0,133,0.006301227081063154,0,0.0,0.0,0.5076335877862596,0.0,0.0,0.5076335877862596,0.5076335877862596,,0.0,1.3533834586466165,-63.037593984962406,-32.87218045112782
Caudate,AAL3v2 (AAL3v1.nii); Harvard-Oxford subcortical maxprob-thr25 fill after AAL3,Caudate_L; Caudate_R; Left Caudate; Right Caudate,1205,vigour_region_not_task_region,False,121,0.02031223770354205,0,0.0,121,0.004470883830919302,121,0.022185551888522184,0,0.0,0,0.0,0.1004149377593361,0.0,0.0,0.1004149377593361,0.0,0.1004149377593361,0.0,,-14.991735537190083,1.3553719008264462,17.818181818181817
Vermis_6,AAL3v2 (AAL3v1.nii); Nearest-label fill for atlas-uncovered selected voxels,Vermis_6; nearest atlas label for uncovered selected voxels,378,task_activation_region_not_vigour_region,False,0,0.0,101,0.004673762147154095,101,0.003731894767957434,0,0.0,101,0.004785142369829914,0,0.0,0.0,0.2671957671957672,0.0,0.0,0.2671957671957672,0.2671957671957672,,0.0,1.1485148514851484,-61.881188118811885,-20.198019801980198
Vermis_9,AAL3v2 (AAL3v1.nii); Nearest-label fill for atlas-uncovered selected voxels,Vermis_9; nearest atlas label for uncovered selected voxels,202,task_activation_region_not_vigour_region,False,0,0.0,97,0.0044886626561776955,97,0.0035840969553650607,0,0.0,97,0.004595631780925759,0,0.0,0.0,0.4801980198019802,0.0,0.0,0.4801980198019802,0.4801980198019802,,0.0,1.690721649484536,-56.8041237113402,-33.134020618556704
Hippocampus,AAL3v2 (AAL3v1.nii); Harvard-Oxford subcortical maxprob-thr25 fill after AAL3; Nearest-label fill for atlas-uncovered selected voxels,Hippocampus_L; Hippocampus_R; Left Hippocampus; Right Hippocampus; nearest atlas label for uncovered selected voxels,1088,both_maps,False,66,0.011079402383750209,29,0.0013419713095788987,95,0.003510198049068874,66,0.0121012101210121,29,0.0013739517695551238,0,0.0,0.06066176470588235,0.02665441176470588,0.0,0.06066176470588235,0.02665441176470588,0.08731617647058823,0.0,0.0,-3.831578947368421,-18.042105263157893,-15.031578947368422
Cerebellum_7b,AAL3v2 (AAL3v1.nii); Nearest-label fill for atlas-uncovered selected voxels,Cerebellum_7b_L; Cerebellum_7b_R; nearest atlas label for uncovered selected voxels,1138,both_maps,True,9,0.0015108275977841195,82,0.003794539565016196,90,0.0033254507833284067,8,0.0014668133480014668,81,0.0038375894253091392,1,0.0019880715705765406,0.007029876977152899,0.07117750439367311,0.0008787346221441124,0.007908611599297012,0.07205623901581722,0.07908611599297012,0.1111111111111111,0.012195121951219513,-29.711111111111112,-57.888888888888886,-46.333333333333336
Amygdala,AAL3v2 (AAL3v1.nii); Harvard-Oxford subcortical maxprob-thr25 fill after AAL3,Amygdala_L; Amygdala_R; Left Amygdala; Right Amygdala,411,vigour_region_not_task_region,False,86,0.014436797045492698,0,0.0,86,0.0031776529707360332,86,0.015768243491015767,0,0.0,0,0.0,0.20924574209245742,0.0,0.0,0.20924574209245742,0.0,0.20924574209245742,0.0,,-16.976744186046513,-0.6976744186046512,-22.697674418604652
Frontal_Sup_Medial,AAL3v2 (AAL3v1.nii),Frontal_Sup_Medial_L; Frontal_Sup_Medial_R,4142,both_maps,False,61,0.010240053718314587,24,0.001110596945858399,85,0.00314070351758794,61,0.011184451778511184,24,0.00113706353342493,0,0.0,0.0147271849348141,0.005794302269435055,0.0,0.0147271849348141,0.005794302269435055,0.020521487204249154,0.0,0.0,3.6,27.858823529411765,57.34117647058824
Cerebral_Cortex,Harvard-Oxford subcortical maxprob-thr25 fill after AAL3; Nearest-label fill for atlas-uncovered selected voxels,Left Cerebral Cortex; Right Cerebral Cortex; nearest atlas label for uncovered selected voxels,3522,both_maps,False,7,0.0011750881316098707,72,0.0033317908375751965,79,0.0029190067986993792,7,0.0012834616795012834,72,0.0034111906002747905,0,0.0,0.0019875070982396364,0.020442930153321975,0.0,0.0019875070982396364,0.020442930153321975,0.022430437251561613,0.0,0.0,-23.0126582278481,-28.455696202531644,6.936708860759493
Temporal_Pole_Sup,AAL3v2 (AAL3v1.nii),Temporal_Pole_Sup_L; Temporal_Pole_Sup_R,2526,both_maps,False,60,0.010072183985227464,7,0.00032392410920869966,67,0.0024756133609222584,60,0.011001100110011002,7,0.00033164353058227127,0,0.0,0.023752969121140142,0.0027711797307996833,0.0,0.023752969121140142,0.0027711797307996833,0.026524148851939825,0.0,0.0,-13.134328358208956,10.746268656716419,-29.134328358208954
Lateral_Occipital_Cortex_inferior_division,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,"Lateral Occipital Cortex, inferior division",476,task_activation_region_not_vigour_region,False,0,0.0,64,0.002961591855622397,64,0.0023647650014779783,0,0.0,64,0.00303216942246648,0,0.0,0.0,0.13445378151260504,0.0,0.0,0.13445378151260504,0.13445378151260504,,0.0,-46.71875,-71.46875,-1.09375
Heschl,AAL3v2 (AAL3v1.nii),Heschl_L; Heschl_R,399,task_activation_region_not_vigour_region,False,0,0.0,61,0.002822767237390097,61,0.002253916642033698,0,0.0,61,0.002890036480788364,0,0.0,0.0,0.15288220551378445,0.0,0.0,0.15288220551378445,0.15288220551378445,,0.0,-41.114754098360656,-21.672131147540984,10.19672131147541
Cerebellum_10,AAL3v2 (AAL3v1.nii); Nearest-label fill for atlas-uncovered selected voxels,Cerebellum_10_L; Cerebellum_10_R; nearest atlas label for uncovered selected voxels,296,task_activation_region_not_vigour_region,False,0,0.0,56,0.0025913928736695973,56,0.002069169376293231,0,0.0,56,0.00265314824465817,0,0.0,0.0,0.1891891891891892,0.0,0.0,0.1891891891891892,0.1891891891891892,,0.0,5.0,-36.92857142857143,-44.464285714285715
Temporal_Pole,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,Temporal Pole,514,both_maps,False,29,0.004868222259526607,12,0.0005552984729291995,41,0.0015149275790718297,29,0.005317198386505317,12,0.000568531766712465,0,0.0,0.05642023346303502,0.023346303501945526,0.0,0.05642023346303502,0.023346303501945526,0.07976653696498054,0.0,0.0,-0.0975609756097561,8.341463414634147,-31.70731707317073
Olfactory,AAL3v2 (AAL3v1.nii),Olfactory_L; Olfactory_R,460,vigour_region_not_task_region,False,36,0.006043310391136478,0,0.0,36,0.0013301803133313626,36,0.006600660066006601,0,0.0,0,0.0,0.0782608695652174,0.0,0.0,0.0782608695652174,0.0,0.0782608695652174,0.0,,-2.1666666666666665,15.055555555555555,-15.333333333333334
Thal_VL,AAL3v2 (AAL3v1.nii),Thal_VL_L; Thal_VL_R,145,both_maps,False,7,0.0011750881316098707,21,0.0009717723276260991,28,0.0010345846881466155,7,0.0012834616795012834,21,0.0009949305917468139,0,0.0,0.04827586206896552,0.14482758620689656,0.0,0.04827586206896552,0.14482758620689656,0.19310344827586207,0.0,0.0,-7.571428571428571,-11.714285714285714,13.357142857142858
Postcentral_Gyrus,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,Postcentral Gyrus,177,both_maps,True,4,0.0006714789323484975,19,0.0008792225821378991,22,0.000812887969258055,3,0.00055005500550055,18,0.0008527976500686976,1,0.0019880715705765406,0.01694915254237288,0.1016949152542373,0.005649717514124294,0.022598870056497175,0.10734463276836158,0.12429378531073447,0.25,0.05263157894736842,-25.636363636363637,-25.90909090909091,45.0
Cingulate_Gyrus_posterior_division,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,"Cingulate Gyrus, posterior division",162,task_activation_region_not_vigour_region,False,0,0.0,21,0.0009717723276260991,21,0.0007759385161099616,0,0.0,21,0.0009949305917468139,0,0.0,0.0,0.12962962962962962,0.0,0.0,0.12962962962962962,0.12962962962962962,,0.0,-8.095238095238095,-24.666666666666668,34.57142857142857
Superior_Parietal_Lobule,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,Superior Parietal Lobule,53,task_activation_region_not_vigour_region,False,0,0.0,21,0.0009717723276260991,21,0.0007759385161099616,0,0.0,21,0.0009949305917468139,0,0.0,0.0,0.39622641509433965,0.0,0.0,0.39622641509433965,0.39622641509433965,,0.0,32.57142857142857,-43.142857142857146,44.57142857142857
Temporal_Fusiform_Cortex_anterior_division,Harvard-Oxford cortical maxprob-thr25 fill after AAL3; Nearest-label fill for atlas-uncovered selected voxels,"Temporal Fusiform Cortex, anterior division; nearest atlas label for uncovered selected voxels",153,vigour_region_not_task_region,False,18,0.003021655195568239,0,0.0,18,0.0006650901566656813,18,0.0033003300330033004,0,0.0,0,0.0,0.11764705882352941,0.0,0.0,0.11764705882352941,0.0,0.11764705882352941,0.0,,-3.111111111111111,0.1111111111111111,-48.111111111111114
