roi_name,roi_source,matched_labels,priority_roi_voxels,roi_membership,has_same_voxel_overlap,vigour_network_voxels,vigour_network_pct,task_activation_voxels,task_activation_pct,union_voxels,union_pct,vigour_only_voxels,vigour_only_pct_of_vigour_only,task_only_voxels,task_only_pct_of_task_only,both_voxels,both_pct_of_overlap,vigour_only_pct_of_roi,task_only_pct_of_roi,both_pct_of_roi,vigour_network_pct_of_roi,task_activation_pct_of_roi,union_pct_of_roi,overlap_pct_of_vigour_in_roi,overlap_pct_of_task_in_roi,x_mm,y_mm,z_mm
Vermis_7,AAL3v2 (AAL3v1.nii),Vermis_7,194,task_activation_region_not_vigour_region,False,0,0.0,18,0.0008329477093937991,18,0.0006650901566656813,0,0.0,18,0.0008527976500686976,0,0.0,0.0,0.09278350515463918,0.0,0.0,0.09278350515463918,0.09278350515463918,,0.0,1.4444444444444444,-64.44444444444444,-26.444444444444443
Precentral_Gyrus,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,Precentral Gyrus,180,both_maps,False,7,0.0011750881316098707,10,0.00046274872744099955,17,0.000628140703517588,7,0.0012834616795012834,10,0.00047377647226038756,0,0.0,0.03888888888888889,0.05555555555555555,0.0,0.03888888888888889,0.05555555555555555,0.09444444444444444,0.0,0.0,0.9411764705882353,-23.294117647058822,53.529411764705884
Supramarginal_Gyrus_anterior_division,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,"Supramarginal Gyrus, anterior division",133,task_activation_region_not_vigour_region,False,0,0.0,16,0.0007403979639055993,16,0.0005911912503694946,0,0.0,16,0.00075804235561662,0,0.0,0.0,0.12030075187969924,0.0,0.0,0.12030075187969924,0.12030075187969924,,0.0,-58.875,-31.0,46.625
Vermis_10,AAL3v2 (AAL3v1.nii); Nearest-label fill for atlas-uncovered selected voxels,Vermis_10; nearest atlas label for uncovered selected voxels,28,task_activation_region_not_vigour_region,False,0,0.0,15,0.0006941230911614993,15,0.0005542417972214011,0,0.0,15,0.0007106647083905813,0,0.0,0.0,0.5357142857142857,0.0,0.0,0.5357142857142857,0.5357142857142857,,0.0,2.2666666666666666,-52.53333333333333,-26.666666666666668
Lateral_Occipital_Cortex_superior_division,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,"Lateral Occipital Cortex, superior division",598,both_maps,False,7,0.0011750881316098707,7,0.00032392410920869966,14,0.0005172923440733077,7,0.0012834616795012834,7,0.00033164353058227127,0,0.0,0.011705685618729096,0.011705685618729096,0.0,0.011705685618729096,0.011705685618729096,0.023411371237458192,0.0,0.0,-39.57142857142857,-65.71428571428571,33.142857142857146
Inferior_Temporal_Gyrus_posterior_division,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,"Inferior Temporal Gyrus, posterior division",274,vigour_region_not_task_region,False,13,0.0021823065301326172,0,0.0,13,0.00048034289092521433,13,0.0023835716905023837,0,0.0,0,0.0,0.04744525547445255,0.0,0.0,0.04744525547445255,0.0,0.04744525547445255,0.0,,-53.53846153846154,-22.923076923076923,-28.0
Cerebellum_Crus2,AAL3v2 (AAL3v1.nii); Nearest-label fill for atlas-uncovered selected voxels,Cerebellum_Crus2_L; Cerebellum_Crus2_R; nearest atlas label for uncovered selected voxels,4012,task_activation_region_not_vigour_region,False,0,0.0,11,0.0005090236001850995,11,0.0004064439846290275,0,0.0,11,0.0005211541194864263,0,0.0,0.0,0.0027417746759720836,0.0,0.0,0.0027417746759720836,0.0027417746759720836,,0.0,-4.7272727272727275,-58.72727272727273,-41.27272727272727
Thal_VPL,AAL3v2 (AAL3v1.nii),Thal_VPL_L; Thal_VPL_R,66,task_activation_region_not_vigour_region,False,0,0.0,11,0.0005090236001850995,11,0.0004064439846290275,0,0.0,11,0.0005211541194864263,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,,0.0,0.0,-21.272727272727273,9.454545454545455
Thal_LGN,AAL3v2 (AAL3v1.nii),Thal_LGN_L; Thal_LGN_R,17,task_activation_region_not_vigour_region,False,0,0.0,10,0.00046274872744099955,10,0.0003694945314809341,0,0.0,10,0.00047377647226038756,0,0.0,0.0,0.5882352941176471,0.0,0.0,0.5882352941176471,0.5882352941176471,,0.0,13.8,-25.6,-5.0
ACC_pre,AAL3v2 (AAL3v1.nii),ACC_pre_L; ACC_pre_R,1063,task_activation_region_not_vigour_region,False,0,0.0,8,0.00037019898195279964,8,0.0002955956251847473,0,0.0,8,0.00037902117780831,0,0.0,0.0,0.007525870178739417,0.0,0.0,0.007525870178739417,0.007525870178739417,,0.0,5.5,38.75,15.75
ACC_sub,AAL3v2 (AAL3v1.nii),ACC_sub_L; ACC_sub_R,204,vigour_region_not_task_region,False,8,0.001342957864696995,0,0.0,8,0.0002955956251847473,8,0.0014668133480014668,0,0.0,0,0.0,0.0392156862745098,0.0,0.0,0.0392156862745098,0.0,0.0392156862745098,0.0,,-6.5,28.0,-10.0
OFCant,AAL3v2 (AAL3v1.nii),OFCant_L; OFCant_R,1027,both_maps,False,1,0.00016786973308712439,7,0.00032392410920869966,8,0.0002955956251847473,1,0.00018335166850018335,7,0.00033164353058227127,0,0.0,0.0009737098344693282,0.006815968841285297,0.0,0.0009737098344693282,0.006815968841285297,0.007789678675754625,0.0,0.0,34.5,45.0,-14.75
Parahippocampal_Gyrus_anterior_division,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,"Parahippocampal Gyrus, anterior division",178,vigour_region_not_task_region,False,8,0.001342957864696995,0,0.0,8,0.0002955956251847473,8,0.0014668133480014668,0,0.0,0,0.0,0.0449438202247191,0.0,0.0,0.0449438202247191,0.0,0.0449438202247191,0.0,,13.75,0.5,-32.0
Supramarginal_Gyrus_posterior_division,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,"Supramarginal Gyrus, posterior division",123,both_maps,False,1,0.00016786973308712439,7,0.00032392410920869966,8,0.0002955956251847473,1,0.00018335166850018335,7,0.00033164353058227127,0,0.0,0.008130081300813009,0.056910569105691054,0.0,0.008130081300813009,0.056910569105691054,0.06504065040650407,0.0,0.0,14.25,-42.5,40.5
Thalamus,Harvard-Oxford subcortical maxprob-thr25 fill after AAL3,Left Thalamus; Right Thalamus,251,both_maps,False,2,0.00033573946617424877,6,0.00027764923646459973,8,0.0002955956251847473,2,0.0003667033370003667,6,0.0002842658833562325,0,0.0,0.00796812749003984,0.02390438247011952,0.0,0.00796812749003984,0.02390438247011952,0.03187250996015936,0.0,0.0,13.0,-20.0,8.25
Frontal_Orbital_Cortex,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,Frontal Orbital Cortex,123,both_maps,False,6,0.0010072183985227463,1,4.6274872744099955e-05,7,0.0002586461720366539,6,0.0011001100110011,1,4.737764722603875e-05,0,0.0,0.04878048780487805,0.008130081300813009,0.0,0.04878048780487805,0.008130081300813009,0.056910569105691054,0.0,0.0,14.571428571428571,13.714285714285714,-20.0
Frontal_Med_Orb,AAL3v2 (AAL3v1.nii),Frontal_Med_Orb_L; Frontal_Med_Orb_R,1210,vigour_region_not_task_region,False,6,0.0010072183985227463,0,0.0,6,0.00022169671888856046,6,0.0011001100110011,0,0.0,0,0.0,0.0049586776859504135,0.0,0.0,0.0049586776859504135,0.0,0.0049586776859504135,0.0,,-7.666666666666667,30.0,-13.666666666666666
Lingual_Gyrus,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,Lingual Gyrus,134,task_activation_region_not_vigour_region,False,0,0.0,6,0.00027764923646459973,6,0.00022169671888856046,0,0.0,6,0.0002842658833562325,0,0.0,0.0,0.04477611940298507,0.0,0.0,0.04477611940298507,0.04477611940298507,,0.0,6.0,-88.66666666666667,-10.0
Supracalcarine_Cortex,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,Supracalcarine Cortex,15,task_activation_region_not_vigour_region,False,0,0.0,6,0.00027764923646459973,6,0.00022169671888856046,0,0.0,6,0.0002842658833562325,0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,,0.0,23.666666666666668,-62.0,17.333333333333332
OFClat,AAL3v2 (AAL3v1.nii),OFClat_L; OFClat_R,385,task_activation_region_not_vigour_region,False,0,0.0,5,0.00023137436372049977,5,0.00018474726574046704,0,0.0,5,0.00023688823613019378,0,0.0,0.0,0.012987012987012988,0.0,0.0,0.012987012987012988,0.012987012987012988,,0.0,46.4,44.4,-14.0
Occipital_Fusiform_Gyrus,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,Occipital Fusiform Gyrus,19,task_activation_region_not_vigour_region,False,0,0.0,5,0.00023137436372049977,5,0.00018474726574046704,0,0.0,5,0.00023688823613019378,0,0.0,0.0,0.2631578947368421,0.0,0.0,0.2631578947368421,0.2631578947368421,,0.0,17.2,-79.2,-11.6
Precuneous_Cortex,Harvard-Oxford cortical maxprob-thr25 fill after AAL3; Nearest-label fill for atlas-uncovered selected voxels,Precuneous Cortex; nearest atlas label for uncovered selected voxels,76,task_activation_region_not_vigour_region,False,0,0.0,5,0.00023137436372049977,5,0.00018474726574046704,0,0.0,5,0.00023688823613019378,0,0.0,0.0,0.06578947368421052,0.0,0.0,0.06578947368421052,0.06578947368421052,,0.0,4.8,-50.0,54.0
Central_Opercular_Cortex,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,Central Opercular Cortex,9,task_activation_region_not_vigour_region,False,0,0.0,3,0.00013882461823229986,3,0.00011084835944428023,0,0.0,3,0.00014213294167811626,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,,0.0,-63.333333333333336,-14.666666666666666,11.333333333333334
Cerebellum_3,AAL3v2 (AAL3v1.nii),Cerebellum_3_R,4,task_activation_region_not_vigour_region,False,0,0.0,3,0.00013882461823229986,3,0.00011084835944428023,0,0.0,3,0.00014213294167811626,0,0.0,0.0,0.75,0.0,0.0,0.75,0.75,,0.0,22.0,-28.0,-28.0
Middle_Temporal_Gyrus_temporooccipital_part,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,"Middle Temporal Gyrus, temporooccipital part",55,task_activation_region_not_vigour_region,False,0,0.0,3,0.00013882461823229986,3,0.00011084835944428023,0,0.0,3,0.00014213294167811626,0,0.0,0.0,0.05454545454545454,0.0,0.0,0.05454545454545454,0.05454545454545454,,0.0,-62.0,-61.333333333333336,2.6666666666666665
Occipital_Pole,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,Occipital Pole,938,task_activation_region_not_vigour_region,False,0,0.0,3,0.00013882461823229986,3,0.00011084835944428023,0,0.0,3,0.00014213294167811626,0,0.0,0.0,0.0031982942430703624,0.0,0.0,0.0031982942430703624,0.0031982942430703624,,0.0,10.666666666666666,-92.66666666666667,-12.0
Thal_PuI,AAL3v2 (AAL3v1.nii),Thal_PuI_L; Thal_PuI_R,6,task_activation_region_not_vigour_region,False,0,0.0,3,0.00013882461823229986,3,0.00011084835944428023,0,0.0,3,0.00014213294167811626,0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,,0.0,22.0,-28.666666666666668,4.666666666666667
Thal_VA,AAL3v2 (AAL3v1.nii),Thal_VA_L; Thal_VA_R,32,task_activation_region_not_vigour_region,False,0,0.0,3,0.00013882461823229986,3,0.00011084835944428023,0,0.0,3,0.00014213294167811626,0,0.0,0.0,0.09375,0.0,0.0,0.09375,0.09375,,0.0,8.0,-2.0,4.0
Angular_Gyrus,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,Angular Gyrus,77,vigour_region_not_task_region,False,2,0.00033573946617424877,0,0.0,2,7.389890629618682e-05,2,0.0003667033370003667,0,0.0,0,0.0,0.025974025974025976,0.0,0.0,0.025974025974025976,0.0,0.025974025974025976,0.0,,-55.0,-55.0,44.0
Cingulate_Gyrus_anterior_division,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,"Cingulate Gyrus, anterior division",49,task_activation_region_not_vigour_region,False,0,0.0,2,9.254974548819991e-05,2,7.389890629618682e-05,0,0.0,2,9.47552944520775e-05,0,0.0,0.0,0.04081632653061224,0.0,0.0,0.04081632653061224,0.04081632653061224,,0.0,-1.0,-14.0,29.0
Thal_AV,AAL3v2 (AAL3v1.nii),Thal_AV_L; Thal_AV_R,17,task_activation_region_not_vigour_region,False,0,0.0,2,9.254974548819991e-05,2,7.389890629618682e-05,0,0.0,2,9.47552944520775e-05,0,0.0,0.0,0.11764705882352941,0.0,0.0,0.11764705882352941,0.11764705882352941,,0.0,6.0,-2.0,5.0
Frontal_Opercular_Cortex,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,Frontal Opercular Cortex,13,task_activation_region_not_vigour_region,False,0,0.0,1,4.6274872744099955e-05,1,3.694945314809341e-05,0,0.0,1,4.737764722603875e-05,0,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,,0.0,48.0,18.0,-4.0
Inferior_Temporal_Gyrus_temporooccipital_part,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,"Inferior Temporal Gyrus, temporooccipital part",10,task_activation_region_not_vigour_region,False,0,0.0,1,4.6274872744099955e-05,1,3.694945314809341e-05,0,0.0,1,4.737764722603875e-05,0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,,0.0,-48.0,-64.0,-20.0
Middle_Temporal_Gyrus_posterior_division,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,"Middle Temporal Gyrus, posterior division",63,vigour_region_not_task_region,False,1,0.00016786973308712439,0,0.0,1,3.694945314809341e-05,1,0.00018335166850018335,0,0.0,0,0.0,0.015873015873015872,0.0,0.0,0.015873015873015872,0.0,0.015873015873015872,0.0,,-66.0,-24.0,-24.0
Parahippocampal_Gyrus_posterior_division,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,"Parahippocampal Gyrus, posterior division",6,task_activation_region_not_vigour_region,False,0,0.0,1,4.6274872744099955e-05,1,3.694945314809341e-05,0,0.0,1,4.737764722603875e-05,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,,0.0,22.0,-24.0,-28.0
Parietal_Opercular_Cortex,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,Parietal Opercular Cortex,19,task_activation_region_not_vigour_region,False,0,0.0,1,4.6274872744099955e-05,1,3.694945314809341e-05,0,0.0,1,4.737764722603875e-05,0,0.0,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.05263157894736842,,0.0,52.0,-28.0,28.0
Subcallosal_Cortex,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,Subcallosal Cortex,116,vigour_region_not_task_region,False,1,0.00016786973308712439,0,0.0,1,3.694945314809341e-05,1,0.00018335166850018335,0,0.0,0,0.0,0.008620689655172414,0.0,0.0,0.008620689655172414,0.0,0.008620689655172414,0.0,,2.0,16.0,-22.0
Superior_Frontal_Gyrus,Harvard-Oxford cortical maxprob-thr25 fill after AAL3,Superior Frontal Gyrus,75,task_activation_region_not_vigour_region,False,0,0.0,1,4.6274872744099955e-05,1,3.694945314809341e-05,0,0.0,1,4.737764722603875e-05,0,0.0,0.0,0.013333333333333334,0.0,0.0,0.013333333333333334,0.013333333333333334,,0.0,22.0,-6.0,54.0
Thal_PuL,AAL3v2 (AAL3v1.nii),Thal_PuL_L; Thal_PuL_R,32,task_activation_region_not_vigour_region,False,0,0.0,1,4.6274872744099955e-05,1,3.694945314809341e-05,0,0.0,1,4.737764722603875e-05,0,0.0,0.0,0.03125,0.0,0.0,0.03125,0.03125,,0.0,-20.0,-24.0,12.0
