7.061	2	1
15.901	2	1
24.441	2	1
34.341	2	1
43.46	2	1
52.119	2	1
60.001	2	1
69.441	2	1
78.581	2	1
106.2	2	1
114.76	2	1
123.02	2	1
132.16	2	1
142.5	2	1
150.3	2	1
159.9	2	1
169.06	2	1
177.46	2	1
187.2	2	1
196.04	2	1
204.6	2	1
214.5	2	1
222	2	1
240.12	2	1
249.6	2	1
258.9	2	1
267.3	2	1
297.5	2	1
306.36	2	1
314.9	2	1
332.3	2	1
341	2	1
350.46	2	1
360.04	2	1
369.2	2	1
377.62	2	1
386.9	2	1
395.58	2	1
404.14	2	1
414.2	2	1
432.04	2	1
441.52	2	1
449.3	2	1
458.44	2	1
467	2	1
476.58	2	1
485.46	2	1
494	2	1
504.06	2	1
513.2	2	1
521.88	2	1
531.36	2	1
539.14	2	1
558.5	2	1
587.36	2	1
596.2	2	1
604.76	2	1
613	2	1
622.14	2	1
632.48	2	1
640.3	2	1
659.04	2	1
667.44	2	1
677.06	2	1
694.46	2	1
704.36	2	1
713.5	2	1
722.2	2	1
730	2	1
739.46	2	1
748.6	2	1
757.14	2	1
767.2	2	1
776.06	2	1
784.6	2	1
794.5	2	1
802	2	1
812.34	2	1
829.62	2	1
838.92	2	1
847.3	2	1
