6.161	2	1
14.981	2	1
25.361	2	1
33.441	2	1
42.601	2	1
51.321	2	1
60.901	2	1
70.341	2	1
79.501	2	1
105	2	1
115.34	2	1
123.44	2	1
132.6	2	1
141.3	2	1
150.9	2	1
160.34	2	1
169.5	2	1
178.04	2	1
187.36	2	1
196.2	2	1
204.76	2	1
213	2	1
222.14	2	1
240.3	2	1
249.9	2	1
259.06	2	1
267.44	2	1
296.6	2	1
305.44	2	1
314	2	1
333.2	2	1
341.9	2	1
351.36	2	1
359.14	2	1
368.3	2	1
378.5	2	1
387.04	2	1
395.9	2	1
404.44	2	1
414.36	2	1
432.2	2	1
440	2	1
449.44	2	1
458.62	2	1
467.16	2	1
477.22	2	1
486.06	2	1
494.6	2	1
504.5	2	1
512.02	2	1
522.36	2	1
530.16	2	1
539.58	2	1
557.3	2	1
586.6	2	1
595.46	2	1
604	2	1
614.04	2	1
623.2	2	1
631.9	2	1
641.34	2	1
658.3	2	1
668.52	2	1
676.9	2	1
694.16	2	1
704.2	2	1
713.36	2	1
722.04	2	1
731.5	2	1
739.3	2	1
748.44	2	1
757.02	2	1
767.36	2	1
776.22	2	1
784.76	2	1
793	2	1
802.16	2	1
812.5	2	1
829.9	2	1
839.04	2	1
847.46	2	1
