16.501	2	1
25.201	2	1
33.321	2	1
42.461	2	1
51.161	2	1
60.621	2	1
70.181	2	1
79.361	2	1
96.921	2	1
105.6	2	1
124.2	2	1
133.36	2	1
142.06	2	1
151.5	2	1
159.3	2	1
168.46	2	1
177	2	1
187.5	2	1
204.9	2	1
213.16	2	1
222.28	2	1
230.98	2	1
240.44	2	1
250.04	2	1
259.2	2	1
267.6	2	1
297.2	2	1
306.04	2	1
314.6	2	1
324.48	2	1
331.98	2	1
350.14	2	1
359.62	2	1
368.9	2	1
377.3	2	1
387.06	2	1
395.9	2	1
404.46	2	1
414.34	2	1
423.5	2	1
432.22	2	1
440	2	1
449.46	2	1
458.6	2	1
476.62	2	1
485.46	2	1
494	2	1
504.06	2	1
521.92	2	1
531.36	2	1
539.12	2	1
558.5	2	1
595.9	2	1
604.46	2	1
614.36	2	1
623.5	2	1
632.2	2	1
640	2	1
658.58	2	1
667.14	2	1
676.02	2	1
686.5	2	1
695.2	2	1
712.44	2	1
721.14	2	1
730.6	2	1
740.2	2	1
749.34	2	1
757.9	2	1
766.9	2	1
775.58	2	1
784.14	2	1
794.2	2	1
803.34	2	1
812.04	2	1
829.3	2	1
838.46	2	1
847	2	1
