metric,n_subjects,mean_delta,ci95_low,ci95_high,t_statistic,p_value
projection,18,-0.1274085356563291,-0.2947579397866826,0.039940868474024394,-1.6062711108744332,0.12662823158171435
projection_rt_coupling_z,18,0.012207317584380737,-0.17609256978371757,0.20050720495247903,0.13677750509078018,0.8928134492209094
projection_variability,18,0.01769823656520912,-0.0563001356257541,0.09169660875617235,0.5046059001013405,0.6203135461206748
rt_ms,18,-2.60794224904468,-14.199093283994285,8.983208785904926,-0.47469635815574446,0.6410442649479617
