analysis,value_column,description,n_subjects,mean,sd,sem,ci95_low,ci95_high,cohen_dz,paired_t_statistic,paired_t_p_value_two_sided,wilcoxon_statistic,wilcoxon_p_value_two_sided
within_hemisphere_on_minus_off,within_hemisphere_delta_on_minus_off,ON - OFF within-hemisphere FC,17,0.0004185417772910442,0.004482793292753211,0.0010872370731665813,-0.0018862978556243339,0.002723381410206422,0.09336628971218683,0.38495907435536575,0.7053368804292746,68.0,0.7118988037109375
between_hemisphere_on_minus_off,between_hemisphere_delta_on_minus_off,ON - OFF between-hemisphere FC,17,0.0008598476377901366,0.002892868233552066,0.0007016236051723027,-0.0006275279608731785,0.0023472232364534517,0.2972301426720551,1.22551127335429,0.23811684375537656,50.0,0.2246856689453125
within_minus_between_hemisphere_delta,within_minus_between_hemisphere_delta,(ON - OFF within-hemisphere FC) - (ON - OFF between-hemisphere FC),17,-0.0004413058604990924,0.0042664802697794475,0.0010347734589361407,-0.0026349275995910726,0.0017523158785928876,-0.10343557982090595,-0.42647582104860193,0.6754437345111619,73.0,0.8899688720703125
left_within_hemisphere_on_minus_off,left_within_hemisphere_delta_on_minus_off,ON - OFF left within-hemisphere FC,17,0.0014084384726834535,0.005802664858208657,0.001407352948262001,-0.001575016500211476,0.004391893445578383,0.24272269846689942,1.0007713235139721,0.3318332153762572,56.0,0.352874755859375
right_within_hemisphere_on_minus_off,right_within_hemisphere_delta_on_minus_off,ON - OFF right within-hemisphere FC,17,-0.0005713549181013672,0.004589897796826882,0.0011132137310062955,-0.0029312626056272064,0.0017885527694244722,-0.12448096741856866,-0.5132481770458291,0.6147915485474893,67.0,0.677703857421875
left_minus_right_within_hemisphere_delta,left_minus_right_within_hemisphere_delta,(ON - OFF left within-hemisphere FC) - (ON - OFF right within-hemisphere FC),17,0.0019797933907848204,0.0053939243285199305,0.001308218808416264,-0.0007935065937174145,0.004753093375287055,0.3670413728863095,1.5133503493819722,0.14969231106049824,45.0,0.1454315185546875
