analysis,value_column,description,n_subjects,mean,sd,sem,ci95_low,ci95_high,cohen_dz,paired_t_statistic,paired_t_p_value_two_sided,wilcoxon_statistic,wilcoxon_p_value_two_sided
within_hemisphere_on_minus_off,within_hemisphere_delta_on_minus_off,ON - OFF within-hemisphere FC,17,-0.00046804119059722744,0.005600163101357723,0.001358239058093204,-0.0033473793674579657,0.002411296986263511,-0.08357634985376657,-0.3445941182506547,0.7348873189418265,76.0,1.0
between_hemisphere_on_minus_off,between_hemisphere_delta_on_minus_off,ON - OFF between-hemisphere FC,17,-0.0002511621247054174,0.0038249655156993643,0.000927690402092565,-0.0022177779241379166,0.0017154536747270815,-0.06566389256962868,-0.2707391648537897,0.7900531823575982,65.0,0.6112213134765625
within_minus_between_hemisphere_delta,within_minus_between_hemisphere_delta,(ON - OFF within-hemisphere FC) - (ON - OFF between-hemisphere FC),17,-0.00021687906589181008,0.0053106163413901,0.0012880136536872117,-0.0029473460358123466,0.0025135879040287267,-0.040838775002722205,-0.16838258295705782,0.8683924512903974,73.0,0.8899688720703125
left_within_hemisphere_on_minus_off,left_within_hemisphere_delta_on_minus_off,ON - OFF left within-hemisphere FC,17,-0.00019115383366553862,0.007534663578611541,0.0018274243404770435,-0.004065120376968285,0.0036828127096372072,-0.025369922846742908,-0.10460287161089171,0.9179909939203806,71.0,0.8175811767578125
right_within_hemisphere_on_minus_off,right_within_hemisphere_delta_on_minus_off,ON - OFF right within-hemisphere FC,17,-0.0006623481077422731,0.005377293867697673,0.0013041853292060956,-0.0034270974982925743,0.002102401282808028,-0.12317498802159797,-0.5078634860472385,0.6184784606182341,65.0,0.6112213134765625
left_minus_right_within_hemisphere_delta,left_minus_right_within_hemisphere_delta,(ON - OFF left within-hemisphere FC) - (ON - OFF right within-hemisphere FC),17,0.0004711942740767345,0.006107993364284038,0.0014814059883244033,-0.002669246130869908,0.0036116346790233764,0.0771438745876841,0.3180723432944236,0.754543868233459,65.0,0.6112213134765625
