analysis,value_column,description,n_subjects,mean,sd,sem,ci95_low,ci95_high,cohen_dz,paired_t_statistic,paired_t_p_value_two_sided,wilcoxon_statistic,wilcoxon_p_value_two_sided
within_roi_on_minus_off,within_roi_delta_z_on_minus_off,ON - OFF intra-ROI voxel FC,17,0.008081722204343129,0.01954469350994333,0.004740284456577665,-0.001967231934970856,0.018130676343657115,0.4134995619261856,1.7049023699682941,0.10754896850144163,44.0,0.1323699951171875
between_roi_on_minus_off,between_roi_delta_z_on_minus_off,ON - OFF between-ROI FC,17,-0.009773358756957994,0.026119054944986217,0.006334801316440555,-0.023202537637192565,0.003655820123276577,-0.3741850069821947,-1.5428043073100706,0.14242370850220207,50.0,0.2246856689453125
within_minus_between_delta,within_minus_between_delta_z,(ON - OFF intra-ROI FC) - (ON - OFF between-ROI FC),17,0.017855080961301124,0.025942431406062574,0.006291963816031581,0.0045167135251889205,0.03119344839741333,0.6882578075210217,2.8377596380652017,0.011877958530097564,26.0,0.0149993896484375
