fc_metric,n_subjects,noise_floor,mean_within_dist,mean_between_dist,mean_excess,excess_cohens_d,excess_t,excess_p_greater,excess_p_signflip,n_subjects_changed,mean_pairwise_delta_corr,consistency_p_perm,mean_loo_corr,loo_t,loo_p_greater
pearson_r,17,run1_vs_run2,0.7154881885840861,0.768490531322374,0.05300234273828791,1.154886254136267,4.76171801137775,0.0001061398719016686,0.0005999400059994001,15,0.0062591975435405895,0.0735926407359264,0.02377112185524663,2.605367375685045,0.009565526458496957
spearman_rho,17,run1_vs_run2,0.7287324380011926,0.7840777820548733,0.05534534405368081,1.2550116155218318,5.174545452173574,4.609764229284819e-05,0.00019998000199980003,16,0.004321038758400984,0.1538846115388461,0.01677153746760112,1.818769910367441,0.04385670826961399
partial_corr_ledoitwolf,17,run1_vs_run2,0.7465334110382339,0.7950288851226796,0.0484954740844457,1.350719967520584,5.569161096718224,2.1168384309278307e-05,0.00029997000299970003,14,0.014508791630309064,0.0016998300169983002,0.051692823255870254,5.195096824272152,4.4245592334761834e-05
mutual_info_quantile,17,run1_vs_run2,0.84135405482876,0.8801866362202666,0.038832581391506533,0.6912460495663901,2.8500804756531672,0.005789524072790971,0.0014998500149985001,15,0.007998535613159568,0.0958904109589041,0.02895637454073649,1.8600983497949202,0.0406777622040437
