active_gvs,sham_gvs,time_index,n_subjects,mean_sham,mean_active,mean_active_minus_sham,median_active_minus_sham,p_perm,p_perm_exact,p_wilcoxon,p_paired_t,q_perm_fdr
gvs-04,gvs-01,8,18,0.20853852775532614,0.20823471920636108,-0.0003038085489650524,-0.0002037221920480124,0.7050933837890625,True,0.44229888916015625,0.7040063776681467,0.8946733474731445
gvs-05,gvs-01,0,18,0.20860273165983442,0.2095605175153061,0.0009577858554716572,0.001100371330964585,0.00775146484375,True,0.010406494140625,0.007783198584768113,0.55810546875
gvs-05,gvs-01,1,18,0.21082302640971737,0.21150441611647525,0.000681389706757895,0.00048452899788443103,0.2089996337890625,True,0.2645263671875,0.21015555000041194,0.7223261052911932
gvs-05,gvs-01,2,18,0.21213490305038496,0.21350552330451916,0.001370620254134219,0.0011664996877490882,0.018463134765625,True,0.01593017578125,0.02416128137116847,0.6646728515625
gvs-05,gvs-01,3,18,0.21276301897752178,0.21362459039243253,0.0008615714149107272,0.0002804432778313534,0.19252777099609375,True,0.34654998779296875,0.1846065177530471,0.7223261052911932
gvs-05,gvs-01,4,18,0.21215785624152725,0.21254861433969674,0.0003907580981694972,0.00023738495045794866,0.5107269287109375,True,0.7018814086914062,0.48539938583248654,0.8754979913884943
gvs-05,gvs-01,5,18,0.210923889302472,0.21114845238443844,0.00022456308196642106,-0.0005088859269688486,0.7353134155273438,True,0.8985748291015625,0.7332783103631735,0.8946733474731445
gvs-05,gvs-01,6,18,0.21035786769496673,0.2105980000351631,0.00024013234019639137,-0.0008042170775739684,0.7201995849609375,True,1.0,0.7186489827141198,0.8946733474731445
gvs-05,gvs-01,7,18,0.20966308281620394,0.20953661415264171,-0.00012646866356216737,-0.00039828003527306744,0.8203125,True,0.6396942138671875,0.8198054696838928,0.9086538461538461
gvs-05,gvs-01,8,18,0.20853852775532614,0.2091995362143627,0.0006610084590365383,0.0006111088614539923,0.32590484619140625,True,0.32472991943359375,0.3239346887101464,0.7861716530539773
gvs-06,gvs-01,0,18,0.20860273165983442,0.20844656624476654,-0.0001561654150679107,5.9457030047994214e-05,0.7752609252929688,True,0.9661178588867188,0.7589160864885619,0.8946733474731445
gvs-06,gvs-01,1,18,0.21082302640971737,0.21037429569904093,-0.0004487307106764067,-0.000530460879778637,0.43096923828125,True,0.2121429443359375,0.4308011729724359,0.8120819091796875
gvs-06,gvs-01,2,18,0.21213490305038496,0.21241670803083126,0.0002818049804463117,0.00038506537905317554,0.575927734375,True,0.7337265014648438,0.5795481034447862,0.8946733474731445
gvs-06,gvs-01,3,18,0.21276301897752178,0.2129691749095379,0.00020615593201610228,0.00016643159004365096,0.6854476928710938,True,0.6705245971679688,0.6896342760791816,0.8946733474731445
gvs-06,gvs-01,4,18,0.21215785624152725,0.21199042648288388,-0.0001674297586433796,-0.0003047127420371491,0.7701187133789062,True,0.83172607421875,0.7722902386572987,0.8946733474731445
gvs-06,gvs-01,5,18,0.210923889302472,0.21101628797749844,9.239867502644523e-05,0.000699314857358007,0.8956527709960938,True,0.7660293579101562,0.8972289108357241,0.948338228113511
gvs-06,gvs-01,6,18,0.21035786769496673,0.2097581742448772,-0.0005996934500895494,-0.000362120984101791,0.35533905029296875,True,0.468292236328125,0.3586667425621428,0.7861716530539773
gvs-06,gvs-01,7,18,0.20966308281620394,0.20886556519598998,-0.0007975176202139178,-0.001020391699933591,0.29744720458984375,True,0.49507904052734375,0.2997312085237289,0.7861716530539773
gvs-06,gvs-01,8,18,0.20853852775532614,0.20759088496185543,-0.0009476427934706866,-0.0004538395701570307,0.195648193359375,True,0.39273834228515625,0.19220947634759208,0.7223261052911932
gvs-07,gvs-01,0,18,0.20860273165983442,0.20901760538953673,0.0004148737297022853,0.0007147323497689987,0.4163360595703125,True,0.32472991943359375,0.418866267053259,0.8120819091796875
gvs-07,gvs-01,1,18,0.21082302640971737,0.21064981441927744,-0.00017321199043990036,-3.409180267782523e-05,0.7191925048828125,True,0.7660293579101562,0.7232183044179976,0.8946733474731445
gvs-07,gvs-01,2,18,0.21213490305038496,0.21264055010832092,0.0005056470579359652,0.0004578488014127342,0.18886566162109375,True,0.30379486083984375,0.18983234584714842,0.7223261052911932
gvs-07,gvs-01,3,18,0.21276301897752178,0.21334308206553332,0.0005800630880115247,0.0005578246759804922,0.11634063720703125,True,0.15404510498046875,0.11669369404048412,0.7223261052911932
gvs-07,gvs-01,4,18,0.21215785624152725,0.21232517654835392,0.00016732030682669222,1.1377018750630304e-05,0.7388076782226562,True,0.932281494140625,0.7353782572578238,0.8946733474731445
gvs-07,gvs-01,5,18,0.210923889302472,0.2109667623779895,4.287307551752808e-05,-2.7025503431153935e-05,0.9399032592773438,True,0.932281494140625,0.9385080000180532,0.9792609416263204
gvs-07,gvs-01,6,18,0.21035786769496673,0.21037245865050802,1.4590955541296544e-05,-0.00014287793750848016,0.9808425903320312,True,0.8650436401367188,0.9801599550497433,0.9808425903320312
gvs-07,gvs-01,7,18,0.20966308281620394,0.2098764085070452,0.00021332569084127638,0.0002682647458064778,0.7049713134765625,True,0.7018814086914062,0.7065885661792739,0.8946733474731445
gvs-07,gvs-01,8,18,0.20853852775532614,0.208157399937071,-0.0003811278182551679,0.00018041656749433546,0.5290451049804688,True,0.8985748291015625,0.5266407260317378,0.8754979913884943
gvs-08,gvs-01,0,18,0.2084330332174961,0.20925487263065282,0.0008218394131567073,0.0011252306723978887,0.1406097412109375,True,0.2121429443359375,0.14146715631168258,0.7223261052911932
gvs-08,gvs-01,1,18,0.2106949805027366,0.21168666996723637,0.000991689464499782,0.0012499506490051323,0.0983734130859375,True,0.11870574951171875,0.09819662672333666,0.7223261052911932
gvs-08,gvs-01,2,18,0.2120269407726407,0.2130828242951983,0.0010558835225575975,0.0011883054909099886,0.12886810302734375,True,0.08142852783203125,0.12907086736343554,0.7223261052911932
gvs-08,gvs-01,3,18,0.21259300565835396,0.21345469361864827,0.0008616879602943259,0.0014198372477215344,0.20000457763671875,True,0.1083831787109375,0.20049454533142075,0.7223261052911932
gvs-08,gvs-01,4,18,0.21201063223977018,0.21179450642812003,-0.00021612581165017105,-2.9130199126342626e-06,0.7912521362304688,True,1.0,0.7876477867829866,0.8946733474731445
gvs-08,gvs-01,5,18,0.21072092363648498,0.21011370546161087,-0.0006072181748741256,0.00017340856504824637,0.300872802734375,True,0.6705245971679688,0.29779071733927875,0.7861716530539773
gvs-08,gvs-01,6,18,0.2100949149141151,0.20984174095716035,-0.0002531739569547436,0.0005190705508331898,0.654388427734375,True,0.8985748291015625,0.6452654280497575,0.8946733474731445
gvs-08,gvs-01,7,18,0.20939844082460313,0.20919495547642963,-0.00020348534817349887,0.0002467053367914973,0.6829986572265625,True,1.0,0.6796922050892411,0.8946733474731445
gvs-08,gvs-01,8,18,0.20830409960780752,0.20844327675401977,0.0001391771462122724,0.0003380101394469242,0.7952651977539062,True,0.468292236328125,0.7893332262152615,0.8946733474731445
gvs-09,gvs-01,0,18,0.20860273165983442,0.20923186168024455,0.000629130020410115,0.00026735548525538225,0.08327484130859375,True,0.16735076904296875,0.0825978960434029,0.7223261052911932
gvs-09,gvs-01,1,18,0.21082302640971737,0.2114885669407695,0.0006655405310521834,0.0002864294471136208,0.12989044189453125,True,0.24620819091796875,0.12948606654851627,0.7223261052911932
gvs-09,gvs-01,2,18,0.21213490305038496,0.2130071474930032,0.0008722444426182887,0.0008078840781224964,0.09252166748046875,True,0.16735076904296875,0.0920082138153119,0.7223261052911932
gvs-09,gvs-01,3,18,0.21276301897752178,0.2128766841009571,0.00011366512343528743,0.00019058648664537978,0.8401412963867188,True,0.6705245971679688,0.84038341959111,0.9165177778764204
gvs-09,gvs-01,4,18,0.21215785624152725,0.21170585638632913,-0.0004519998551980864,-0.0003496550042523931,0.4511566162109375,True,0.32472991943359375,0.44761682131473646,0.8120819091796875
gvs-09,gvs-01,5,18,0.210923889302472,0.2105859627758347,-0.00033792652663729,-0.0002660337880848393,0.5350265502929688,True,0.6396942138671875,0.5342181885362005,0.8754979913884943
gvs-09,gvs-01,6,18,0.21035786769496673,0.2095716299154757,-0.0007862377794910074,-0.0001522319528828777,0.18912506103515625,True,0.30379486083984375,0.18768886139085178,0.7223261052911932
gvs-09,gvs-01,7,18,0.20966308281620394,0.20928111043592296,-0.00038197238028095555,-0.0004721065592717755,0.44915008544921875,True,0.4171142578125,0.4522949488299589,0.8120819091796875
gvs-09,gvs-01,8,18,0.20853852775532614,0.20852035197460686,-1.817578071929371e-05,-3.704782058502887e-05,0.9656600952148438,True,1.0,0.965599733151566,0.9792609416263204
