active_gvs,sham_gvs,feature,label,n_subjects,mean_sham,mean_active,mean_active_minus_sham,median_active_minus_sham,mean_diff_ci95_low,mean_diff_ci95_high,cohen_dz,p_perm,p_perm_exact,p_wilcoxon,p_paired_t,q_perm_fdr
gvs-02,gvs-01,slope,Linear slope,18,-0.0001521641130743299,-0.0003848872195423064,-0.00023272310646797653,-0.00019669095544037744,-0.00039729140048302356,-6.645873468866142e-05,-0.6384905841824587,0.015533447265625,True,0.01593017578125,0.014896040028628777,0.15511322021484375
gvs-02,gvs-01,early_late_change,Late minus early,18,-0.0010003942844799896,-0.0024506045076830413,-0.0014502102232030513,-0.0015226120817866478,-0.0024894729720386513,-0.00040755861391316746,-0.624700595774764,0.01723480224609375,True,0.0182342529296875,0.016827334020589203,0.15511322021484375
gvs-02,gvs-01,baseline_to_peak,Baseline to peak,18,0.01172781367689895,0.010829739537498415,-0.0008980741394005365,-0.0014421101503120431,-0.0016980000563045564,-8.263433214425875e-05,-0.4947813833642167,0.05161285400390625,True,0.0599365234375,0.051040826252775603,0.25264892578125
gvs-02,gvs-01,baseline_to_trough,Baseline to trough,18,-0.008398098444055726,-0.009512776715120122,-0.0011146782710643938,-0.0014563512226795712,-0.002290179290978562,6.116552807603718e-05,-0.4221687609030879,0.08917999267578125,True,0.05385589599609375,0.09109661127293978,0.292236328125
gvs-02,gvs-01,abs_baseline_response,Max abs. baseline response,18,0.01591925486325301,0.016682872653130707,0.0007636177898776932,0.0012158286918369692,-0.00040796459418986693,0.0018727421123130668,0.30409671731386984,0.21187591552734375,True,0.18146514892578125,0.21426464081763033,0.499664306640625
gvs-02,gvs-01,auc,Area under curve,18,1.687394274200374,1.6852685197317632,-0.0021257544686110724,0.0019207268607694394,-0.008069001089208222,0.0034533226298280296,-0.16435529920075762,0.4942779541015625,True,0.7018814086914062,0.4950413193604074,0.757191759474734
gvs-02,gvs-01,mean_level,Mean level,18,0.21066276710088386,0.21042438342826,-0.0002383836726238353,0.0002561225246327115,-0.0009374606421538124,0.0004276613744808645,-0.1550379585967322,0.5199813842773438,True,0.6396942138671875,0.5194939344961147,0.7741376091452206
gvs-02,gvs-01,temporal_sd,Temporal SD,18,0.00678992527551364,0.006877623879091256,8.769860357761577e-05,0.0002907517877228597,-0.00033932631198515747,0.0004608250848980223,0.09947974879481952,0.6813278198242188,True,0.3692169189453125,0.6782728401452021,0.8179412841796875
gvs-02,gvs-01,peak_to_peak,Peak-to-peak amplitude,18,0.020125912120954676,0.02034251625261853,0.0002166041316638579,0.0007879577557890864,-0.0009834592592736077,0.0012671966003805822,0.0874670207710125,0.7215423583984375,True,0.44229888916015625,0.7151537038274418,0.8516565541752049
gvs-03,gvs-01,slope,Linear slope,18,-0.0001521641130743299,-0.0002842411960656791,-0.00013207708299134915,-6.614186796028442e-05,-0.00023942558102246487,-3.039849385359226e-05,-0.5562491559600007,0.03122711181640625,True,0.06653594970703125,0.030492636438697183,0.19921875
gvs-03,gvs-01,early_late_change,Late minus early,18,-0.0010003942844799896,-0.0018120087247199496,-0.0008116144402399599,-0.00043686523429531816,-0.001571462863196864,-9.34758413767343e-05,-0.4927420789875767,0.05263519287109375,True,0.11870574951171875,0.051902042815293176,0.25264892578125
gvs-03,gvs-01,baseline_to_trough,Baseline to trough,18,-0.008398098444055726,-0.009063175833784926,-0.0006650773897291975,-0.0007695880892211737,-0.0016651987021042078,0.00028220357392660944,-0.303605734550341,0.2166900634765625,True,0.30379486083984375,0.2149721067110597,0.499664306640625
gvs-03,gvs-01,temporal_sd,Temporal SD,18,0.00678992527551364,0.007049630560604513,0.0002597052850908733,0.0002121034863228875,-0.00019562601567236,0.0007163614115217498,0.25581533050883926,0.2954559326171875,True,0.28372955322265625,0.2929261034320644,0.5454571063701923
gvs-03,gvs-01,abs_baseline_response,Max abs. baseline response,18,0.01591925486325301,0.01668531263404914,0.0007660577707961229,0.0006486070258127201,-0.0005181922343600017,0.0021390929876008618,0.2573599971221092,0.30828857421875,True,0.30379486083984375,0.2901165728565779,0.55491943359375
gvs-03,gvs-01,peak_to_peak,Peak-to-peak amplitude,18,0.020125912120954676,0.02090428718761153,0.0007783750666568517,0.0005235256086145957,-0.0006937246203429595,0.0022325058510939515,0.24016769584118172,0.32747650146484375,True,0.18146514892578125,0.3225118294372332,0.5613882882254464
gvs-03,gvs-01,baseline_to_peak,Baseline to peak,18,0.01172781367689895,0.011841111353826605,0.00011329767692765371,0.0002428556830150956,-0.0010805208974255887,0.0012399787514166818,0.043713144232756504,0.8543853759765625,True,0.522613525390625,0.8550636644074383,0.9320567737926136
gvs-03,gvs-01,mean_level,Mean level,18,0.21066276710088386,0.21057812027398895,-8.464682689487259e-05,-0.0003224992171703481,-0.0009999906652076742,0.0009558105132861923,-0.03846559123297162,0.8759994506835938,True,0.49507904052734375,0.8722886921362344,0.9413725440181903
gvs-03,gvs-01,auc,Area under curve,18,1.687394274200374,1.6869013691287407,-0.0004929050716335474,-0.0010369940174769499,-0.007878473585360282,0.007905572616216517,-0.027843298261095963,0.9092254638671875,True,0.550872802734375,0.907349915662041,0.9526009695870535
gvs-04,gvs-01,abs_baseline_response,Max abs. baseline response,18,0.01591925486325301,0.017148407840120318,0.0012291529768673035,0.0007948321999695948,0.0002310103699991142,0.0024689041866450324,0.49285104788035483,0.03655242919921875,True,0.04827880859375,0.05185569142499566,0.20244422325721154
gvs-04,gvs-01,early_late_change,Late minus early,18,-0.0010003942844799896,-0.001982226411217212,-0.000981832126737222,-0.0010365497381334748,-0.0019483770686299288,3.0431631770041372e-05,-0.43890420870510793,0.08038330078125,True,0.0599365234375,0.0799647635622799,0.292236328125
gvs-04,gvs-01,slope,Linear slope,18,-0.0001521641130743299,-0.00029552746419645684,-0.00014336335112212695,-0.00016512968233394078,-0.0002904877934467551,1.5070670825956112e-05,-0.4233163119685945,0.0906982421875,True,0.0736846923828125,0.09029198497708839,0.292236328125
gvs-04,gvs-01,baseline_to_trough,Baseline to trough,18,-0.008398098444055726,-0.009224834713798008,-0.0008267362697422814,-0.0005179525025408123,-0.0017892287798898661,0.00010959492652520847,-0.3911960239892252,0.1151123046875,True,0.15404510498046875,0.11530644239480078,0.3187725360576923
gvs-04,gvs-01,peak_to_peak,Peak-to-peak amplitude,18,0.020125912120954676,0.020949134525689,0.0008232224047343273,0.0005971985844539867,-0.00027161411634746307,0.0019970619979120807,0.3228295995445545,0.19522857666015625,True,0.2121429443359375,0.18861774942803772,0.499664306640625
gvs-04,gvs-01,temporal_sd,Temporal SD,18,0.00678992527551364,0.007068056347598512,0.00027813107208487066,0.00014459378456457362,-9.592015794488437e-05,0.0007392301547142693,0.2968188643988177,0.24485015869140625,True,0.550872802734375,0.22494027497686575,0.499664306640625
gvs-04,gvs-01,auc,Area under curve,18,1.687394274200374,1.6861195508580349,-0.0012747233423393612,-0.0036541068144124167,-0.008563015031984565,0.008230476480859937,-0.0679859182657616,0.8095703125,True,0.2645263671875,0.7764974326585169,0.9107666015625
gvs-04,gvs-01,mean_level,Mean level,18,0.21066276710088386,0.2105248690658208,-0.00013789803506304306,-0.0003787424237279573,-0.001087148958185537,0.0010573755617591743,-0.057961125904226106,0.8379669189453125,True,0.2645263671875,0.8086976819956158,0.9282095102163461
gvs-04,gvs-01,baseline_to_peak,Baseline to peak,18,0.01172781367689895,0.011724299811890996,-3.5138650079545703e-06,-0.0004539217023915642,-0.0009001844654364721,0.0009297300533262596,-0.0017185202220933106,0.9940338134765625,True,1.0,0.9942675025353849,0.9996185302734375
gvs-05,gvs-01,early_late_change,Late minus early,18,-0.0010003942844799896,-0.001745435511377662,-0.0007450412268976723,-0.00038388095134629706,-0.0015658006741625207,-1.3825445878357816e-05,-0.4300948636821469,0.08216094970703125,True,0.11870574951171875,0.08566508445612336,0.292236328125
gvs-05,gvs-01,slope,Linear slope,18,-0.0001521641130743299,-0.00026064192736634066,-0.0001084778142920108,-9.324473849916051e-05,-0.00022790152496717005,5.625166825790814e-06,-0.41643091227968504,0.094482421875,True,0.1083831787109375,0.09521466790013326,0.292236328125
gvs-05,gvs-01,mean_level,Mean level,18,0.21066276710088386,0.2112473627172262,0.0005845956163423559,4.402881064221632e-05,-0.00022185602574871724,0.0014858887542526307,0.308099619696725,0.21442413330078125,True,0.3692169189453125,0.20856490456582388,0.499664306640625
gvs-05,gvs-01,auc,Area under curve,18,1.687394274200374,1.6918462375902015,0.004451963389827108,-0.0002405255112529342,-0.002085868279534175,0.011708622411136365,0.2896528212106337,0.243316650390625,True,0.39273834228515625,0.23585212560067284,0.499664306640625
gvs-05,gvs-01,baseline_to_trough,Baseline to trough,18,-0.008398098444055726,-0.008909373829419984,-0.0005112753853642593,-0.0006491622002040553,-0.0013672109994802627,0.000318995444546866,-0.270222775670407,0.27313232421875,True,0.2645263671875,0.26748696231321734,0.5315007390202703
gvs-05,gvs-01,abs_baseline_response,Max abs. baseline response,18,0.01591925486325301,0.0166494910464465,0.0007302361831934848,0.00032409568862375475,-0.0004091594086772218,0.0019773524023168165,0.2718296230169851,0.2824249267578125,True,0.550872802734375,0.26475539841368356,0.5351209138569079
gvs-05,gvs-01,temporal_sd,Temporal SD,18,0.00678992527551364,0.006986590473088722,0.0001966651975750815,0.00011888514175333736,-0.00015492166544411293,0.000610354243847401,0.23134513634479892,0.3599090576171875,True,0.550872802734375,0.34010234925885163,0.602638422056686
gvs-05,gvs-01,peak_to_peak,Peak-to-peak amplitude,18,0.020125912120954676,0.020592574564792215,0.00046666244383753694,0.0003058880054123674,-0.0005839567475125104,0.00163659456057768,0.18714534504468433,0.44734954833984375,True,0.7337265014648438,0.4381445132191776,0.7083912725033967
gvs-05,gvs-01,baseline_to_peak,Baseline to peak,18,0.01172781367689895,0.01168320073537223,-4.4612941526722214e-05,0.00018842492489573137,-0.0008733683573800154,0.000788486051866096,-0.023969430241862256,0.9199142456054688,True,0.83172607421875,0.9201896621123565,0.9526009695870535
gvs-06,gvs-01,abs_baseline_response,Max abs. baseline response,18,0.01591925486325301,0.017363251746146516,0.0014439968828934993,0.001357594530301935,0.0005789864091034435,0.002382984126895431,0.7209840112614992,0.00476837158203125,True,0.00896453857421875,0.007103122132419845,0.1166748046875
